host_star_name,exoplanet_name,disc_year,orbital_period,earth_mass,earth_radii,den_gcm3,dist_parsec,solar_mass,solar_rad
Kepler-707,Kepler-707 b,2016,2.23749275,2.33,1.33,5.44,626,0.8,0.76
Kepler-708,Kepler-708 b,2016,3.16789194,8.91,2.93,1.95,1241,0.97,0.96
Kepler-709,Kepler-709 b,2016,16.08524954,8.85,2.92,1.95,668,0.8,0.77
Kepler-710,Kepler-710 b,2016,4.34728553,4.19,1.88,3.47,919,0.94,0.91
Kepler-711,Kepler-711 b,2016,23.58914398,11.5,3.41,1.59,664,0.84,0.8
Kepler-712,Kepler-712 b,2016,21.02247699,11.5,3.41,1.59,944,0.84,0.78
Kepler-712,Kepler-712 c,2016,226.89047,21,4.85,1.01,944,0.84,0.78
Kepler-713,Kepler-713 b,2016,7.411141,6.71,2.48,2.42,1003,0.98,0.99
Kepler-714,Kepler-714 b,2016,8.09888799,67.6,9.67,0.411,1460,1.09,1.12
Kepler-715,Kepler-715 b,2016,10.00652995,13.5,3.75,1.41,1214,1.04,1.04
Kepler-716,Kepler-716 b,2016,10.37168453,8.75,2.9,1.97,675,0.83,0.78
Kepler-717,Kepler-717 b,2016,4.40840023,6.44,2.42,2.5,1126,0.88,0.85
Kepler-718,Kepler-718 b,2016,2.0523499,41600,16.56,50.3,1520,1.18,1.3
Kepler-719,Kepler-719 b,2016,5.00731778,54.5,8.52,0.484,1427,0.99,0.98
Kepler-720,Kepler-720 b,2016,4.70832654,53.4,8.41,0.493,880,0.95,0.92
Kepler-721,Kepler-721 b,2016,5.39202539,7.46,2.64,2.23,848,0.82,0.78
Kepler-722,Kepler-722 b,2016,4.09357325,7.41,2.63,2.24,1375,1.03,1.05
Kepler-722,Kepler-722 c,2016,105.144749,8.35,2.82,2.05,1375,1.03,1.05
Kepler-723,Kepler-723 b,2016,4.08227507,,12.19,,965,0.92,0.89
Kepler-724,Kepler-724 b,2016,3.31494634,10.8,3.29,1.67,862,0.9,0.86
Kepler-725,Kepler-725 b,2016,39.64317811,79.4,10.63,0.363,778,0.88,0.84
Kepler-726,Kepler-726 b,2016,21.80451088,10.7,3.26,1.7,838,0.88,0.85
Kepler-727,Kepler-727 b,2016,5.15448442,6.94,2.53,2.35,892,0.89,0.86
Kepler-728,Kepler-728 b,2016,5.74347727,11.1,3.34,1.64,1236,0.95,0.93
Kepler-729,Kepler-729 b,2016,3.16635371,12.5,3.58,1.5,1271,0.94,0.91
Kepler-730,Kepler-730 b,2016,6.49168281,,12.33,,2020.2,1.05,1.41
Kepler-730,Kepler-730 c,2018,2.85188338,3.09,1.569,4.39,2020.2,1.05,1.41
Kepler-731,Kepler-731 b,2016,3.85560355,,13.88,,1311,1.03,1.06
Kepler-732,Kepler-732 b,2016,9.46781405,5.39,2.18,2.86,150,0.49,0.46
Kepler-732,Kepler-732 c,2016,0.89304124,2.15,1.27,5.77,150,0.49,0.46
Kepler-733,Kepler-733 b,2016,20.83424726,8.35,2.82,2.05,980,0.9,0.86
Kepler-734,Kepler-734 b,2016,6.10485286,12.4,3.56,1.51,553,0.85,0.78
Kepler-735,Kepler-735 b,2016,11.51516988,9.01,2.95,1.93,790,0.85,0.8
Kepler-736,Kepler-736 b,2016,3.60147201,8.91,2.93,1.95,1007,0.86,0.81
Kepler-737,Kepler-737 b,2016,28.59915399,4.5,1.96,3.28,195,0.51,0.48
Kepler-738,Kepler-738 b,2016,24.58721573,6.8,2.5,2.39,992,0.86,0.82
Kepler-739,Kepler-739 b,2016,12.53248465,11,3.32,1.65,1128,0.93,0.9
Kepler-74,Kepler-74 b,2013,7.340711,200.22,10.76,0.88,1218.33,1.18,1.12
Kepler-740,Kepler-740 b,2016,3.58410122,18.9,4.57,1.09,1262,0.91,0.87
Kepler-741,Kepler-741 b,2016,7.03902374,9.11,2.97,1.91,1530,1.16,1.24
Kepler-742,Kepler-742 b,2016,8.36086824,10.6,3.24,1.71,499,0.76,0.71
Kepler-743,Kepler-743 b,2016,3.17926292,1.92,1.21,5.96,258,0.94,0.85
Kepler-744,Kepler-744 b,2016,12.06222443,3.26,1.62,4.21,486,0.94,0.93
Kepler-745,Kepler-745 b,2016,9.93143556,5.31,2.16,2.9,1199,1.04,1.04
Kepler-746,Kepler-746 b,2016,3.48159251,1.41,1.11,5.67,450,0.91,0.93
Kepler-747,Kepler-747 b,2016,35.61760587,24.1,5.27,0.905,855,0.82,0.78
Kepler-748,Kepler-748 b,2016,7.40742793,6.9,2.52,2.37,1271,1.07,1.1
Kepler-749,Kepler-749 b,2016,17.31716585,9.8,3.1,1.81,753,0.79,0.75
Kepler-75,Kepler-75 b,2013,8.8849116,3209.9,11.77,11,855.5,0.91,0.89
Kepler-750,Kepler-750 b,2016,9.42887179,9.64,3.07,1.83,1181,1.15,1.23
Kepler-750,Kepler-750 c,2016,4.08899022,3.26,1.62,4.21,1181,1.15,1.23
Kepler-751,Kepler-751 b,2016,17.44490636,6.62,2.46,2.44,748,0.87,0.84
Kepler-752,Kepler-752 b,2016,18.82747265,8.3,2.81,2.06,1075,0.87,0.83
Kepler-753,Kepler-753 b,2016,5.74772501,4.31,1.91,3.4,278,0.68,0.65
Kepler-754,Kepler-754 b,2016,14.5596237,4.7,2.01,3.18,1192,1.06,1.08
Kepler-755,Kepler-755 b,2016,1.26909037,3.75,1.76,3.78,368,0.82,0.77
Kepler-755,Kepler-755 c,2016,2.85313364,2.13,1.26,5.85,368,0.82,0.77
Kepler-756,Kepler-756 b,2016,1.22486632,1.46,1.12,5.71,852,0.82,0.79
Kepler-757,Kepler-757 b,2016,1.02267882,2.42,1.36,5.29,1016,1.08,1.13
Kepler-758,Kepler-758 b,2016,12.1097104,6.71,2.48,2.42,1353,1.16,1.42
Kepler-758,Kepler-758 c,2016,4.75793986,3.5,1.69,3.98,1353,1.16,1.42
Kepler-758,Kepler-758 d,2016,20.4966197,5.14,2.12,2.96,1353,1.16,1.42
Kepler-758,Kepler-758 e,2016,8.1934719,2.96,1.53,4.54,1353,1.16,1.42
Kepler-759,Kepler-759 b,2016,41.805985,5.77,2.27,2.71,892,1.04,1.04
Kepler-76,Kepler-76 b,2013,1.5449298,638.8383,15.244,1.1,842.87,1.2,1.32
Kepler-760,Kepler-760 b,2016,8.70419416,9.59,3.06,1.84,782,0.89,0.85
Kepler-760,Kepler-760 c,2016,2.46697439,2.79,1.48,4.73,782,0.89,0.85
Kepler-761,Kepler-761 b,2016,10.12804789,4.78,2.03,3.14,867,0.95,0.93
Kepler-762,Kepler-762 b,2016,3.7705521,,12.68,,1465,1.06,1.08
Kepler-763,Kepler-763 b,2016,1.19655156,1.98,1.22,5.99,902,0.84,0.8
Kepler-764,Kepler-764 b,2016,7.33683936,3.33,1.64,4.15,1013,0.92,0.89
Kepler-765,Kepler-765 b,2016,27.6655226,6.48,2.43,2.48,1000,1.05,1.06
Kepler-766,Kepler-766 b,2016,6.10027804,11.4,3.39,1.61,1614,1.1,1.15
Kepler-767,Kepler-767 b,2016,161.5280101,35.7,6.64,0.67,1185,0.96,0.94
Kepler-768,Kepler-768 b,2016,11.3910025,3.86,1.79,3.7,795,0.82,0.78
Kepler-769,Kepler-769 b,2016,7.42608998,8.85,2.92,1.95,1362,1.19,1.28
Kepler-769,Kepler-769 c,2016,15.9870174,3.86,1.79,3.7,1362,1.19,1.28
Kepler-77,Kepler-77 b,2013,3.57878087,136.661,10.761,0.603,570,0.95,0.99
Kepler-770,Kepler-770 b,2016,18.92540274,5.9,2.3,2.66,761,0.94,0.92
Kepler-770,Kepler-770 c,2016,1.47532231,1.87,1.2,5.95,761,0.94,0.92
Kepler-770,Kepler-770 d,2016,4.15244722,2.54,1.4,5.09,761,0.94,0.92
Kepler-771,Kepler-771 b,2016,8.73485836,3.97,1.82,3.62,1000,1.03,1.05
Kepler-772,Kepler-772 b,2016,12.99207337,3.97,1.82,3.62,689,0.98,1.11
Kepler-773,Kepler-773 b,2016,3.74910006,2.63,1.43,4.94,528,1.04,1.01
Kepler-774,Kepler-774 b,2016,11.0895723,10.2,3.17,1.76,1190,1.57,2.42
Kepler-775,Kepler-775 b,2016,0.97486893,1.81,1.19,5.9,400,0.92,0.84
Kepler-776,Kepler-776 b,2016,4.89718784,2.18,1.28,5.71,727,0.83,0.78
Kepler-777,Kepler-777 b,2016,5.72812599,2.76,1.47,4.77,383,0.58,0.56
Kepler-778,Kepler-778 b,2016,3.75574426,3.46,1.68,4.01,899,0.81,0.77
Kepler-779,Kepler-779 b,2016,7.09714223,0.721,0.92,5.09,224,0.46,0.44
Kepler-78,Kepler-78 b,2013,0.35500744,3.1783,1.121,5.26,124.82,0.84,0.75
Kepler-780,Kepler-780 b,2016,0.67737516,0.64,0.89,4.99,520,1.01,1.02
Kepler-781,Kepler-781 b,2016,13.2140732,8.7,2.89,1.98,1036,0.81,0.78
Kepler-782,Kepler-782 b,2016,158.6853308,10.4,3.21,1.73,412,0.98,1.01
Kepler-783,Kepler-783 b,2016,4.29264638,0.399,0.78,4.62,544,0.93,0.89
Kepler-784,Kepler-784 b,2016,31.5922646,3.12,1.58,4.35,604,1,1.32
Kepler-785,Kepler-785 b,2016,1.97376093,,13.02,,666,0.77,0.71
Kepler-786,Kepler-786 b,2016,53.5293487,6.48,2.43,2.48,512,0.81,0.74
Kepler-787,Kepler-787 b,2016,0.9283105,2.18,1.28,5.71,468,0.65,0.62
Kepler-788,Kepler-788 b,2016,8.39846269,7.04,2.55,2.33,1649,1.16,1.23
Kepler-789,Kepler-789 b,2016,8.63847725,5.14,2.12,2.96,915,1.01,1.02
Kepler-79,Kepler-79 b,2012,13.4845,10.9,3.47,1.43,1051.43,1.17,1.3
Kepler-79,Kepler-79 c,2012,27.4029,5.9,3.72,0.62,1051.43,1.17,1.3
Kepler-79,Kepler-79 d,2014,52.0902,6,7.16,0.09,1051.43,1.17,1.3
Kepler-79,Kepler-79 e,2014,81.0659,4.1,3.49,0.53,1051.43,1.17,1.3
Kepler-790,Kepler-790 b,2016,13.73469807,5.39,2.18,2.86,727,0.84,0.8
Kepler-791,Kepler-791 b,2016,14.5539759,9.53,3.05,1.85,1447,1.3,1.47
Kepler-792,Kepler-792 b,2016,11.30119217,4.5,1.96,3.28,1205,1.09,1.12
Kepler-793,Kepler-793 b,2016,4.24153639,2.45,1.37,5.24,794,0.98,0.97
Kepler-794,Kepler-794 b,2016,11.13125132,5.1,2.11,2.98,763,1.19,1.38
Kepler-795,Kepler-795 b,2016,29.6193421,3.46,1.68,4.01,458,0.94,0.96
Kepler-796,Kepler-796 b,2016,6.40087618,2.24,1.3,5.6,377,0.93,1.09
Kepler-797,Kepler-797 b,2016,27.07237711,5.35,2.17,2.88,752,0.96,0.95
Kepler-798,Kepler-798 b,2016,13.71933369,6.3,2.39,2.54,1085,1.19,1.29
Kepler-799,Kepler-799 b,2016,133.4605235,37.9,6.88,0.64,1029,0.95,0.93
Kepler-8,Kepler-8 b,2010,3.5224991,187.5197,15.872,0.27,1052.9,1.21,1.49
Kepler-80,Kepler-80 b,2012,7.05246,6.93,2.67,1.38,357,0.73,0.68
Kepler-80,Kepler-80 c,2012,9.52355,6.74,2.74,1.22,357,0.73,0.68
Kepler-80,Kepler-80 d,2014,3.07222,6.75,1.53,7.04,357,0.73,0.68
Kepler-80,Kepler-80 e,2014,4.64489,4.13,1.6,3.75,357,0.73,0.68
Kepler-80,Kepler-80 f,2016,0.9867873,1.92,1.21,5.96,357,0.73,0.68
Kepler-80,Kepler-80 g,2017,14.64558,1.51,1.13,5.75,357,0.73,0.68
Kepler-800,Kepler-800 b,2016,14.13176026,8.5,2.85,2.02,1049,0.85,0.82
Kepler-801,Kepler-801 b,2016,11.41928253,4.66,2,3.2,419,0.67,0.63
Kepler-802,Kepler-802 b,2016,40.0587473,12.3,3.54,1.52,828,0.93,0.9
Kepler-803,Kepler-803 b,2016,50.28638192,13.8,3.79,1.39,615,1.05,1.12
Kepler-804,Kepler-804 b,2016,14.37457351,4.42,1.94,3.33,648,1.01,1.05
Kepler-804,Kepler-804 c,2016,9.65185017,1.55,1.14,5.75,648,1.01,1.05
Kepler-805,Kepler-805 b,2016,30.8638931,8.7,2.89,1.98,657,1.19,1.65
Kepler-806,Kepler-806 b,2016,8.09219642,1.55,1.14,5.75,260,0.99,1.16
Kepler-807,Kepler-807 b,2016,117.93108781,76.8,10.42,0.373,1312,1.04,1.06
Kepler-808,Kepler-808 b,2016,0.63133235,2.73,1.46,4.82,321,0.76,0.71
Kepler-809,Kepler-809 b,2016,55.63934,9.32,3.01,1.88,933,0.99,0.98
Kepler-81,Kepler-81 b,2012,5.955,17.2,2.42,6.67,351.79,0.69,0.59
Kepler-81,Kepler-81 c,2012,12.04,4.3,2.37,1.77,351.79,0.69,0.59
Kepler-81,Kepler-81 d,2014,20.837846,1.92,1.21,5.96,351.79,0.69,0.59
Kepler-810,Kepler-810 b,2016,4.59725385,4.38,1.93,3.35,1554,1.03,1.04
Kepler-811,Kepler-811 b,2016,23.58447697,7.75,2.7,2.16,847,1.01,1.24
Kepler-812,Kepler-812 b,2016,10.11716531,12.3,3.55,1.51,1482,1.45,1.71
Kepler-813,Kepler-813 b,2016,19.12947337,5.22,2.14,2.93,840,0.95,0.93
Kepler-814,Kepler-814 b,2016,6.1469851,5.14,2.12,2.96,1327,1.15,1.22
Kepler-815,Kepler-815 b,2016,8.57503552,15.8,4.11,1.25,1199,1.25,3.42
Kepler-816,Kepler-816 b,2016,10.50682565,74.5,10.24,0.381,1059,0.9,0.85
Kepler-817,Kepler-817 b,2016,3.99010623,60.2,9.03,0.449,1401,1.03,1.03
Kepler-818,Kepler-818 b,2016,10.03538581,22.9,5.11,0.943,967,0.94,0.92
Kepler-819,Kepler-819 b,2016,33.1995648,8.05,2.76,2.1,722,0.86,0.81
Kepler-82,Kepler-82 b,2012,26.44,12.15,4.07,0.98,927.97,0.91,0.9
Kepler-82,Kepler-82 c,2012,51.54,13.9,5.34,0.494,927.97,0.91,0.9
Kepler-82,Kepler-82 d,2014,2.382961,3.78,1.77,3.75,927.97,0.91,0.9
Kepler-82,Kepler-82 e,2014,5.902206,6.66,2.47,2.43,927.97,0.91,0.9
Kepler-82,Kepler-82 f,2019,75.732,20.9,4.84,1.01,927.97,0.91,0.9
Kepler-820,Kepler-820 b,2016,127.8338098,30.8,6.09,0.749,989,1.23,1.36
Kepler-821,Kepler-821 b,2016,1.92279873,2.27,1.31,5.55,619,0.84,0.8
Kepler-822,Kepler-822 b,2016,3.22296927,3.78,1.77,3.75,956,1.06,1.08
Kepler-823,Kepler-823 b,2016,4.16809082,3.09,1.57,4.39,896,0.98,0.96
Kepler-824,Kepler-824 b,2016,4.51436633,4.16,1.87,3.5,1352,1.15,1.22
Kepler-825,Kepler-825 b,2016,3.77360059,2.96,1.53,4.54,820,1.03,1.08
Kepler-825,Kepler-825 c,2016,8.1818246,4.04,1.84,3.56,820,1.03,1.08
Kepler-826,Kepler-826 b,2016,4.48758907,2.1,1.25,5.91,649,1.05,1.15
Kepler-827,Kepler-827 b,2016,51.92927591,27,5.63,0.831,1352,0.93,0.91
Kepler-828,Kepler-828 b,2016,0.56785714,2.89,1.51,4.61,625,0.81,0.77
Kepler-829,Kepler-829 b,2016,6.88337562,5.1,2.11,2.98,954,0.98,0.97
Kepler-83,Kepler-83 b,2012,9.77,42.1,2.83,10.2,405.01,0.58,0.59
Kepler-83,Kepler-83 c,2012,20.09,11.4,2.36,4.77,405.01,0.58,0.59
Kepler-83,Kepler-83 d,2014,5.169796,24.6,1.94,18.5,405.01,0.58,0.59
Kepler-830,Kepler-830 b,2016,11.29695137,3.53,1.7,3.95,1122,1.07,1.11
Kepler-831,Kepler-831 b,2016,5.62153941,2.15,1.27,5.77,577,0.99,0.97
Kepler-832,Kepler-832 b,2016,7.1396941,4.9,2.06,3.08,1346,0.92,0.9
Kepler-833,Kepler-833 b,2016,18.7546998,4.74,2.02,3.16,421,0.64,0.62
Kepler-834,Kepler-834 b,2016,13.32388301,4.74,2.02,3.16,620,0.7,0.66
Kepler-835,Kepler-835 b,2016,11.41909375,8.2,2.79,2.07,2011,1.08,1.11
Kepler-836,Kepler-836 b,2016,11.36112327,7.9,2.73,2.13,1003,1.03,1.04
Kepler-837,Kepler-837 b,2016,16.56059504,7.08,2.56,2.32,846,0.85,0.81
Kepler-838,Kepler-838 b,2016,15.74957994,7.9,2.73,2.13,1210,0.98,0.96
Kepler-839,Kepler-839 b,2016,37.8144514,7.13,2.57,2.31,833,1.22,1.31
Kepler-84,Kepler-84 b,2012,8.726,40,2.23,19.8,1443.27,1.06,1.17
Kepler-84,Kepler-84 c,2012,12.883,20.2,2.36,8.44,1443.27,1.06,1.17
Kepler-84,Kepler-84 d,2014,4.224537,2.48,1.38,5.19,1443.27,1.06,1.17
Kepler-84,Kepler-84 e,2014,27.434389,7.27,2.6,2.27,1443.27,1.06,1.17
Kepler-84,Kepler-84 f,2014,44.552169,5.48,2.2,2.83,1443.27,1.06,1.17
Kepler-840,Kepler-840 b,2016,2.49577962,43000,17.07,47.5,778,1.04,1.06
Kepler-841,Kepler-841 b,2016,124.4198398,23.8,5.23,0.914,1052,0.85,0.81
Kepler-842,Kepler-842 b,2016,1.21956827,3.19,1.6,4.28,552,0.78,0.73
Kepler-843,Kepler-843 b,2016,2.05387982,7.22,2.59,2.28,1247,1.02,1.03
Kepler-844,Kepler-844 b,2016,2.61302086,3.46,1.68,4.01,394,0.59,0.57
Kepler-845,Kepler-845 b,2016,0.92785982,4.82,2.04,3.12,471,0.79,0.75
Kepler-846,Kepler-846 b,2016,19.80792185,6.71,2.48,2.42,1233,0.94,0.91
Kepler-847,Kepler-847 b,2016,2.3432319,1.76,1.18,5.89,529,0.83,0.77
Kepler-848,Kepler-848 b,2016,6.91134416,3.53,1.7,3.95,797,1.01,1.2
Kepler-849,Kepler-849 b,2016,394.6244904,40.4,7.14,0.61,747,1.23,1.64
Kepler-85,Kepler-85 b,2012,8.306,4.54,1.97,3.26,782.09,0.92,0.89
Kepler-85,Kepler-85 c,2012,12.513,20.9,2.18,11.1,782.09,0.92,0.89
Kepler-85,Kepler-85 d,2014,17.91323,1.87,1.2,5.95,782.09,0.92,0.89
Kepler-85,Kepler-85 e,2014,25.216751,0.6,1.27,1.6,782.09,0.92,0.89
Kepler-850,Kepler-850 b,2016,7.19303878,3.82,1.78,3.72,1535,1.06,1.09
Kepler-851,Kepler-851 b,2016,8.50699658,3.46,1.68,4.01,869,0.89,0.85
Kepler-852,Kepler-852 b,2016,44.9309804,6.99,2.54,2.34,854,1.19,1.16
Kepler-853,Kepler-853 b,2016,7.16892463,3.5,1.69,3.98,610,1.3,1.55
Kepler-854,Kepler-854 b,2016,2.14463285,42000,16.72,49.4,741,1.17,1.27
Kepler-855,Kepler-855 b,2016,7.8866311,52.7,8.35,0.497,1043,1.03,1.03
Kepler-856,Kepler-856 b,2016,8.02768059,63.3,9.3,0.432,1175,0.96,0.93
Kepler-857,Kepler-857 b,2016,85.35129427,37.2,6.8,0.65,1039,0.99,0.99
Kepler-858,Kepler-858 b,2016,76.13602028,21.1,4.87,1,296,0.96,0.91
Kepler-859,Kepler-859 b,2016,20.38177573,9.75,3.09,1.82,915,0.81,0.77
Kepler-860,Kepler-860 b,2016,5.10137945,10.6,3.24,1.71,1295,1.04,1.06
Kepler-861,Kepler-861 b,2016,3.94963138,5.82,2.28,2.7,806,0.82,0.78
Kepler-862,Kepler-862 b,2016,3.14866453,5.52,2.21,2.81,806,0.88,0.84
Kepler-863,Kepler-863 b,2016,15.59461874,8.75,2.9,1.97,1145,0.96,0.95
Kepler-864,Kepler-864 b,2016,5.83376092,6.35,2.4,2.52,1573,1,1
Kepler-865,Kepler-865 b,2016,14.16399294,6.76,2.49,2.41,664,0.93,0.92
Kepler-866,Kepler-866 b,2016,2.61703254,3.29,1.63,4.17,690,0.75,0.71
Kepler-867,Kepler-867 b,2016,150.242127,19.4,4.64,1.07,824,0.92,0.91
Kepler-868,Kepler-868 b,2016,5.03251791,4.86,2.05,3.1,1269,0.93,0.89
Kepler-869,Kepler-869 b,2016,40.4287755,12.7,3.61,1.48,957,0.97,0.95
Kepler-87,Kepler-87 b,2013,114.73635,324.2,13.49,0.729,1277.88,1.1,1.82
Kepler-87,Kepler-87 c,2013,191.2318,6.4,6.14,0.152,1277.88,1.1,1.82
Kepler-870,Kepler-870 b,2016,21.3587621,8.15,2.78,2.08,1231,1.01,1.02
Kepler-871,Kepler-871 b,2016,22.0459018,13.5,3.74,1.42,1695,1.11,1.14
Kepler-872,Kepler-872 b,2016,2.57885507,4.62,1.99,3.22,1114,1.05,1.08
Kepler-873,Kepler-873 b,2016,20.5533844,13.5,3.75,1.41,1397,1.18,1.27
Kepler-874,Kepler-874 b,2016,40.0686727,14.7,3.94,1.32,1072,1.09,1.13
Kepler-875,Kepler-875 b,2016,27.5073799,8.75,2.9,1.97,1244,1.06,1.11
Kepler-876,Kepler-876 b,2016,5.14438011,2.63,1.43,4.94,735,0.81,0.77
Kepler-877,Kepler-877 b,2016,18.45847097,5.14,2.12,2.96,572,0.85,0.81
Kepler-878,Kepler-878 b,2016,25.9422033,4.38,1.93,3.35,567,0.81,0.77
Kepler-879,Kepler-879 b,2016,33.3855938,7.13,2.57,2.31,772,1.02,1.02
Kepler-880,Kepler-880 b,2016,7.71468975,7.56,2.66,2.21,673,1.46,1.74
Kepler-881,Kepler-881 b,2016,4.44448017,3.82,1.78,3.72,1364,1.06,1.09
Kepler-882,Kepler-882 b,2016,3.98953967,2.04,1.23,6.02,525,0.9,0.87
Kepler-883,Kepler-883 b,2016,12.98495573,3.82,1.78,3.72,549,1.06,1.09
Kepler-884,Kepler-884 b,2016,5.69919514,2.04,1.23,6.02,420,1,0.94
Kepler-885,Kepler-885 b,2016,18.11472949,6.8,2.5,2.39,632,1.21,1.35
Kepler-886,Kepler-886 b,2016,6.24146367,2.92,1.52,4.57,857,1.1,1.16
Kepler-887,Kepler-887 b,2016,20.42228798,4.04,1.84,3.56,831,1.19,1.29
Kepler-887,Kepler-887 c,2016,7.63846023,1.51,1.13,5.75,831,1.19,1.29
Kepler-888,Kepler-888 b,2016,70.6979061,3.75,1.76,3.78,413,0.97,0.9
Kepler-889,Kepler-889 b,2016,3.744439,1.32,1.09,5.6,513,1.14,1.25
Kepler-890,Kepler-890 b,2016,52.75875577,58.6,8.89,0.458,1387,1.09,1.13
Kepler-891,Kepler-891 b,2016,53.44945593,33.6,6.41,0.701,1372,1.06,1.07
Kepler-892,Kepler-892 b,2016,13.7521072,8.3,2.81,2.06,640,0.75,0.72
Kepler-893,Kepler-893 b,2016,6.33855761,9.43,3.03,1.86,1216,1,0.99
Kepler-894,Kepler-894 b,2016,9.803224,8.15,2.78,2.08,1090,0.87,0.85
Kepler-895,Kepler-895 b,2016,2.80624233,2.99,1.54,4.5,516,0.65,0.61
Kepler-896,Kepler-896 b,2016,144.547396,6.94,2.53,2.35,896,0.84,0.81
Kepler-897,Kepler-897 b,2016,8.0472642,6.3,2.39,2.54,1147,1.03,1.04
Kepler-898,Kepler-898 b,2016,5.8706191,2.83,1.49,4.7,479,0.65,0.62
Kepler-899,Kepler-899 b,2016,19.17891293,7.65,2.68,2.18,1038,0.93,0.91
Kepler-9,Kepler-9 b,2010,19.23891,43.4,8.29,0.42,614,1.02,0.96
Kepler-9,Kepler-9 c,2010,38.9853,29.9,8.08,0.31,614,1.02,0.96
Kepler-9,Kepler-9 d,2010,1.592851,3.33,1.64,4.15,614,1.02,0.96
KOI-351,Kepler-90 i,2017,14.44912,2.3,1.32,5.5,780,1.2,1.2
Kepler-900,Kepler-900 b,2016,6.9913086,4.98,2.08,3.04,505,0.78,0.73
Kepler-901,Kepler-901 b,2016,3.51749439,2.45,1.37,5.24,241,0.59,0.57
Kepler-902,Kepler-902 b,2016,40.1099547,6.99,2.54,2.34,904,0.95,0.93
Kepler-903,Kepler-903 b,2016,10.3507721,4.7,2.01,3.18,829,0.98,0.97
Kepler-903,Kepler-903 c,2016,62.9228557,6.94,2.53,2.35,829,0.98,0.97
Kepler-904,Kepler-904 b,2016,3.02166863,3.78,1.77,3.75,1151,1.16,1.25
Kepler-905,Kepler-905 b,2016,5.08274652,2.57,1.41,5.04,521,0.95,0.86
Kepler-906,Kepler-906 b,2016,41.6979976,5.1,2.11,2.98,758,1.06,1.02
Kepler-907,Kepler-907 b,2016,15.86621821,1.87,1.2,5.95,352,1.08,1.38
Kepler-908,Kepler-908 b,2016,1.34059747,1.98,1.22,5.99,250,1.11,1.12
Kepler-909,Kepler-909 b,2016,13.93290318,2.76,1.47,4.77,318,1.17,1.23
Kepler-91,Kepler-91 b,2013,6.24658,257.4423,15.323,0.4,1344.56,1.31,6.3
Kepler-910,Kepler-910 b,2016,2.36436901,0.477,0.82,4.75,402,1.26,1.5
Kepler-911,Kepler-911 b,2016,20.310501,7.27,2.6,2.27,567,1.34,1.99
Kepler-912,Kepler-912 b,2016,2.53475627,8.25,2.8,2.07,1265,1.07,1.11
Kepler-913,Kepler-913 b,2016,10.29672521,4.9,2.06,3.08,597,0.63,0.61
Kepler-914,Kepler-914 b,2016,4.40966548,2.48,1.38,5.19,678,1.1,1.15
Kepler-915,Kepler-915 b,2016,4.59489604,2.86,1.5,4.66,806,1.21,1.38
Kepler-916,Kepler-916 b,2016,32.2968798,3.75,1.76,3.78,769,0.85,0.81
Kepler-917,Kepler-917 b,2016,2.97041437,4.31,1.91,3.4,1027,0.8,0.76
Kepler-918,Kepler-918 b,2016,4.85386933,3.68,1.74,3.84,1245,1.11,1.14
Kepler-919,Kepler-919 b,2016,11.04603384,5.69,2.25,2.74,1219,1.15,1.21
Kepler-92,Kepler-92 b,2013,13.749,64.3,3.51,8.17,484.62,1.21,1.53
Kepler-92,Kepler-92 c,2013,26.723,6.1,2.6,1.91,484.62,1.21,1.53
Kepler-92,Kepler-92 d,2015,49.3568,4.93,2.067,3.07,484.62,1.21,1.53
Kepler-920,Kepler-920 b,2016,6.53192704,6.44,2.42,2.5,926,0.89,0.85
Kepler-920,Kepler-920 c,2016,100.8274113,13.8,3.8,1.38,926,0.89,0.85
Kepler-921,Kepler-921 b,2016,51.300634,8.6,2.87,2,847,0.93,0.91
Kepler-922,Kepler-922 b,2016,0.93846683,2.6,1.42,4.99,558,0.95,0.93
Kepler-923,Kepler-923 b,2016,6.93366476,2.48,1.38,5.19,966,1.11,1.26
Kepler-924,Kepler-924 b,2016,61.0370117,9.64,3.07,1.83,995,1.14,1.23
Kepler-925,Kepler-925 b,2016,33.8678531,6.08,2.34,2.61,623,0.77,0.72
Kepler-926,Kepler-926 b,2016,52.0688601,5.95,2.31,2.65,771,1.01,1.01
Kepler-927,Kepler-927 b,2016,9.1149903,3.61,1.72,3.9,879,0.99,0.99
Kepler-928,Kepler-928 b,2016,3.9324613,3.15,1.59,4.31,532,0.73,0.7
Kepler-929,Kepler-929 b,2016,0.92103214,1.41,1.11,5.67,820,1.01,1.02
Kepler-93,Kepler-93 b,2014,4.72674,3.1783,1.569,1.652,96.18,1.09,0.98
Kepler-93,Kepler-93 c,2014,1460,954,,,96.18,1.09,0.98
Kepler-930,Kepler-930 b,2016,71.4517775,5.18,2.13,2.95,905,1.25,1.4
Kepler-931,Kepler-931 b,2016,8.03755877,2.33,1.33,5.44,490,0.86,0.81
Kepler-932,Kepler-932 b,2016,1.9214374,2.45,1.37,5.24,478,0.87,0.84
Kepler-933,Kepler-933 b,2016,14.20443009,6.62,2.46,2.44,922,0.87,0.84
Kepler-934,Kepler-934 b,2016,55.6738309,5.02,2.09,3.02,603,0.81,0.77
Kepler-935,Kepler-935 b,2016,4.88083852,2.39,1.35,5.34,482,0.78,0.73
