puzzleid,difficulty,players_solved,min_sol_len,likes,dislikes
8915,1.73,47,5,11,2
8914,1.64,53,4,7,4
8913,1.6,45,7,4,7
8912,1.29,172,5,20,5
8911,1.82,29,11,5,2
8910,1.67,46,4,7,4
8909,1.5,56,4,8,3
8908,1.79,44,7,7,5
8907,1.71,44,11,8,2
8906,1.43,15,5,1,6
8905,1.63,50,5,9,8
8904,1.92,41,5,5,4
8903,1.82,41,5,3,4
8902,1.92,28,14,5,4
8901,2,33,5,4,3
8900,1.83,42,9,6,1
8899,1.83,49,10,8,1
8898,1.57,90,5,14,4
8897,1.82,33,16,5,4
8896,1.37,224,11,30,12
8895,1.86,107,14,15,0
8894,2.6,8,13,2,1
8893,2.57,16,16,2,1
8892,2.29,12,7,1,4
8891,1.5,54,8,7,4
8890,1.5,64,6,8,1
8889,1.54,61,11,8,2
8888,1.69,42,15,4,2
8887,2.5,6,8,0,0
8886,2,19,10,2,0
8885,2.4,13,18,2,0
8884,2,31,7,5,1
8883,1.9,39,7,8,2
8881,1.46,61,5,8,3
8880,1.78,42,6,5,1
8879,1.64,42,7,7,1
8878,1.69,48,5,6,3
8877,1.55,72,5,13,3
8876,1.34,159,5,19,10
8875,1.32,81,8,6,10
8874,1.86,39,4,7,2
8873,1.63,40,16,5,11
8872,1.6,69,5,12,5
8871,2,28,10,5,0
8870,1.71,43,4,4,4
8869,1.67,48,5,5,1
8868,2.07,24,5,6,4
8867,1.56,57,8,10,3
8866,2.43,16,16,4,0
8865,1.75,79,8,9,2
8864,2,29,11,5,1
8863,2.09,26,11,4,0
8862,1.47,73,7,9,2
8861,3.5,4,15,0,0
8860,2.05,56,8,10,1
8859,1.39,181,4,21,9
8858,3,3,12,0,0
8857,3,9,21,2,0
8856,3,2,20,0,0
8855,2.6,9,15,3,0
8854,1.38,186,4,22,15
8853,1.31,308,5,40,21
8852,1.28,114,10,13,13
8851,2.67,5,24,0,1
8850,3,2,20,1,0
8849,3,2,18,0,0
8848,4,2,17,0,0
8847,3,3,20,0,0
8846,3,3,21,0,0
8845,2.33,13,14,1,0
8844,4,2,15,0,0
8843,4,3,13,1,0
8842,1.92,27,9,8,2
8841,1.77,36,7,7,2
8840,4,2,12,1,0
8839,1.29,74,8,9,14
8838,1.57,57,7,5,7
8837,1.75,47,7,9,5
8836,1.38,121,4,13,13
8835,1.56,61,10,8,6
8834,1.58,65,7,9,8
8833,1.53,64,7,12,2
8832,1.56,63,5,7,8
8831,2.5,7,12,2,0
8830,1.93,36,10,5,3
8829,2.5,9,11,1,0
8828,1.7,15,13,1,6
8827,3.5,3,22,0,0
8826,2.86,16,13,3,0
8825,3,6,16,1,0
8824,5,2,20,1,0
8823,2.7,18,12,5,1
8822,2.67,9,21,2,0
8821,1.38,108,10,15,6
8820,3.5,4,12,1,0
8819,1.7,147,10,16,0
8818,3.5,4,8,0,1
8817,2.3,24,10,4,1
8816,2.5,7,18,1,0
8815,1.8,53,10,8,1
8814,2.5,7,16,1,0
8813,1.65,56,6,11,2
8812,2.17,50,10,11,0
8811,2.11,27,7,4,1
8810,1.57,62,9,9,2
8809,1.93,31,8,7,2
8808,1.5,214,8,17,0
8807,1.9,30,7,3,1
8806,1.34,122,5,15,9
8805,1.83,38,10,6,1
8804,1.47,60,8,4,6
8803,1.5,61,9,7,2
8802,1.47,65,5,7,9
8801,1.63,56,6,7,3
8800,1.91,35,7,5,1
8799,1.38,87,3,9,8
8798,1.26,129,3,16,11
8797,3,4,16,1,0
8796,1.47,95,8,11,3
8795,1.61,62,5,10,5
8794,2.43,11,28,2,2
8793,1.57,120,4,17,5
8792,1.35,110,4,11,6
8791,1.3,770,7,122,26
8790,1.38,90,4,10,7
8789,1.33,620,5,77,29
8788,3,4,21,1,0
8787,1.82,40,6,5,4
8786,1.72,44,14,9,8
8785,2.17,35,5,7,0
8784,1.64,55,8,8,1
8783,3,3,11,0,0
8782,3.75,6,17,4,0
8781,3.33,4,24,1,0
8780,2.55,19,11,4,4
8779,2.4,22,11,7,1
8778,4,2,32,1,0
8777,2.38,16,13,5,0
8776,2.1,16,16,4,1
8774,2.17,49,14,13,0
8773,1.1,28,7,2,8
8772,1.32,253,7,25,20
8771,1.29,124,6,11,12
8770,1.31,453,7,60,29
8769,1.3,325,6,44,18
8768,1.5,82,13,8,5
8767,1.44,165,9,19,9
8766,3.29,12,14,6,0
8765,2.86,11,10,2,0
8764,2.33,23,8,4,1
8763,1.3,349,4,47,25
8762,1.63,58,5,8,4
8761,1.32,99,5,6,11
8760,1.26,176,5,19,12
8759,1.35,124,12,8,6
8758,1.36,166,8,14,7
8757,1.58,83,6,4,8
8756,1.61,92,12,9,5
8755,2.18,25,5,3,1
8754,2.63,15,13,4,0
8753,2.25,7,11,2,0
8752,2.25,8,16,1,0
8751,3.17,8,16,4,0
8750,1.83,32,14,6,2
8749,1.67,34,8,5,1
8748,3,8,16,3,0
8747,4,2,10,0,0
8746,2.9,15,12,5,1
8745,2,24,9,5,2
8744,3.67,5,9,0,0
8743,1.5,65,11,7,6
8742,3,28,18,12,0
8741,2,16,12,5,0
8740,2.75,6,9,2,1
8739,2.38,15,8,3,3
8738,3.33,4,14,3,0
8737,4,3,18,0,1
8736,3.25,5,16,1,0
8735,2.2,8,13,1,0
8734,1.42,93,8,10,3
8733,2.27,20,9,6,1
8732,1.42,137,4,20,10
8731,2.6,12,18,3,1
8730,3.5,3,17,1,0
8729,2.07,24,6,3,8
8728,1.32,319,5,45,16
8727,1.3,183,7,25,11
8726,3,8,14,1,0
8725,1.53,67,5,10,3
8724,1.18,29,4,2,7
8723,2.86,12,13,2,1
8722,1.75,51,7,6,4
8721,1.91,27,12,8,2
8720,1.77,45,8,10,2
8719,3.5,3,17,0,0
8718,2.75,7,14,1,0
8717,4,2,23,1,0
8716,2.6,9,21,2,0
8715,1.4,50,7,5,8
8714,2.29,30,7,4,3
8713,2.67,4,35,0,0
8712,1.77,42,6,7,2
8711,2.67,9,8,1,1
8710,1.37,201,7,26,8
8709,1.5,94,11,14,3
8708,1.52,93,12,11,5
8707,1.38,116,8,10,6
8706,1.3,103,6,10,6
8705,2.67,6,14,1,0
8703,2.67,6,6,3,0
8702,2.85,30,9,10,1
8701,2.31,28,7,6,1
8700,3,4,12,2,0
8699,1.75,24,11,5,3
8698,1.53,62,7,7,7
8697,3.43,9,12,4,1
8696,2.5,18,9,6,2
8695,3,7,11,1,0
8694,2.6,7,16,2,0
8693,2.7,19,7,5,0
8692,2.44,13,12,4,0
8691,3,2,17,0,0
8690,4,3,14,0,0
8689,1.39,196,8,17,2
8688,1.09,36,6,4,10
8687,1.54,58,6,6,4
8686,2.86,14,5,3,1
8685,1.5,81,10,8,7
8684,3.33,5,14,2,0
8683,1.29,50,9,3,8
8682,1.79,61,5,10,2
8681,3,3,22,0,0
8680,3.25,11,14,4,0
8679,1.32,123,5,14,11
8678,1.28,258,10,33,19
8677,1.5,69,15,3,7
8676,2.15,77,6,12,4
8675,1.44,80,11,8,4
8674,2.71,12,17,4,0
8673,3.2,7,8,3,2
8672,3.5,5,21,1,1
8671,4,2,22,0,0
8670,2.75,12,8,2,0
8669,3,4,6,0,0
8668,1.55,119,5,13,2
8667,3.5,3,21,1,1
8666,3,4,18,1,0
8665,3.25,6,9,3,0
8664,1.81,49,7,6,6
8663,3,3,18,1,0
8662,2.67,13,13,2,0
8661,2.71,14,15,4,0
8660,2.8,11,10,4,0
8659,3,2,25,1,0
8658,1.79,38,4,8,1
8657,2.75,6,9,3,0
8656,3,3,20,1,0
8655,1.63,128,7,20,7
8654,2.71,13,17,5,0
8653,4,2,16,0,0
8651,2.1,32,8,4,0
8650,2.44,23,7,4,1
8649,2.8,6,10,4,0
8648,1.26,106,7,12,12
8647,2,35,9,4,4
8646,2,4,12,0,0
8645,2.07,32,9,6,2
8644,1.29,126,4,15,7
8643,1.3,130,7,19,3
8642,2.5,21,6,5,0
8641,2.15,77,8,14,1
8640,1.92,84,5,11,0
8639,2.23,32,12,5,2
8638,1.93,42,8,8,1
8637,1.85,33,6,6,2
8636,1.5,104,6,15,2
8635,1.59,82,7,11,2
8634,1.45,87,7,12,3
8633,1.38,199,7,22,10
8632,2.08,36,10,8,0
8631,1.6,98,4,14,2
8630,1.5,76,6,10,2
8629,1.42,86,5,7,5
8628,1.4,29,9,2,7
8627,3,9,6,2,2
8626,3,3,10,1,0
8625,2.5,18,8,6,0
