rowid,fpl_hostname,fpl_name,fpl_disc,fpl_orbper,fpl_smax,fpl_eccen,fpl_bmasse,fpl_bmassj,fpl_rade,fpl_radj,fpl_rads,fpl_dens,fpl_eqt,fst_dist,fst_teff,fst_logg,fst_lum,fst_mass,fst_rad,fst_met,fst_age
2937,Kepler-424,Kepler-424 c,2014,223.3,0.73,,2215.18,6.97,12.7,1.13,0.116,5.94,,712.87,5460,4.5,-0.15,1.01,0.94,0.44,4.9
2938,Kepler-425,Kepler-425 b,2014,3.79701816,0.0464,0.33,79.45,0.25,10.962,0.978,0.101,0.27,1070,650,5170,4.54,-0.323,0.93,0.86,0.24,5
2939,Kepler-426,Kepler-426 b,2014,3.21751883,0.0414,0.18,108.06,0.34,12.22,1.09,0.112,0.26,1300,880,5725,4.47,-0.089,0.91,0.92,-0.21,6
2940,Kepler-427,Kepler-427 b,2014,10.290994,0.091,0.57,92.17,0.29,13.79,1.23,0.126,0.16,1100,1100,5800,4.14,0.29,0.96,1.35,-0.19,7
2941,Kepler-428,Kepler-428 b,2014,3.52563254,0.0433,0.22,403.63,1.27,12.11,1.08,0.111,1.02,1070,720,5150,4.57,-0.39,0.87,0.8,0.09,5
2942,Kepler-43,Kepler-43 b,2011,3.0240949,0.046,0.017,1026.5909,3.23,13.664,1.219,0.125,5,1620,1035.9,6041,4.26,0.344,1.32,1.42,0.33,2.3
2943,Kepler-430,Kepler-430 b,2015,35.968,0.2244,,10.6,0.0334,3.25,0.29,0.03,1.7,667,942.26,5884,4.15,0.294,1.17,1.49,0.2,5.13
2944,Kepler-430,Kepler-430 c,2015,110.979,0.4757,,3.71,0.0117,1.75,0.16,0.016,3.8,458,942.26,5884,4.15,0.294,1.17,1.49,0.2,5.13
2945,Kepler-431,Kepler-431 b,2015,6.803,0.0719,,0.37,0.00117,0.764,0.068,0.007,4.56,1032,493.44,6004,4.4,0.483,1.07,1.09,0.07,4.27
2946,Kepler-431,Kepler-431 c,2015,8.703,0.0847,,0.229,0.00072,0.668,0.06,0.006,4.22,951,493.44,6004,4.4,0.483,1.07,1.09,0.07,4.27
2947,Kepler-431,Kepler-431 d,2015,11.922,0.1045,,1.41,0.00444,1.11,0.1,0.01,5.67,856,493.44,6004,4.4,0.483,1.07,1.09,0.07,4.27
2948,Kepler-432,Kepler-432 b,2015,52.501129,0.301,0.5134,1719.4603,5.41,12.834,1.145,0.118,4.46,,870,4995,3.35,0.926,1.32,4.06,-0.07,4.2
2949,Kepler-432,Kepler-432 c,2015,406.2,,0.498,772.3269,2.43,13.3,1.18,0.122,1.8,,870,4995,3.35,0.926,1.32,4.06,-0.07,4.2
2950,Kepler-433,Kepler-433 b,2015,5.33408384,0.0679,0.119,896.24,2.82,16.25,1.45,0.149,1.13,1776,1870,6360,3.89,0.88,1.46,2.26,-0.01,2.67
2951,Kepler-434,Kepler-434 b,2015,12.8747099,0.1143,0.131,908.96,2.86,12.67,1.13,0.116,2.4,1000,1240,5977,4.24,0.33,1.2,1.38,0.25,4
2952,Kepler-435,Kepler-435 b,2015,8.6001536,0.0948,0.114,266.97,0.84,22.31,1.99,0.205,0.131,1729,2070,6161,3.61,1.129,1.54,3.21,-0.18,2.25
2953,Kepler-436,Kepler-436 b,2015,64.00205,0.339,0.19,7.9,0.0249,2.73,0.24,0.025,2.13,,618,4651,4.62,-0.701,0.73,0.7,0.01,3
2954,Kepler-436,Kepler-436 c,2016,16.79713874,,,6.04,0.019,2.33,0.208,0.021,2.62,,618,4651,4.62,-0.701,0.73,0.7,0.01,3
2955,Kepler-437,Kepler-437 b,2015,66.65062,0.288,0.02,5.22,0.0164,2.14,0.19,0.02,2.93,,417,4551,4.63,-0.762,0.71,0.68,0,2.9
2956,Kepler-438,Kepler-438 b,2015,35.23319,0.166,0.03,1.46,0.00459,1.12,0.1,0.01,5.71,,145,3748,4.74,-1.357,0.54,0.52,0.16,4.4
2957,Kepler-439,Kepler-439 b,2015,178.1396,0.563,0.03,5.65,0.0178,2.24,0.2,0.021,2.76,,693,5431,4.51,-0.236,0.88,0.87,0.02,7.2
2958,Kepler-44,Kepler-44 b,2011,3.2467293,0.0446,0.066,317.82,1,12.22,1.09,0.112,0.93,1544,1229.15,5800,4.22,0.213,1.12,1.35,0.15,5.8
2959,Kepler-440,Kepler-440 b,2015,101.11141,0.242,0.34,4.12,0.013,1.86,0.17,0.017,3.52,,261,4134,4.71,-1.102,0.57,0.56,-0.3,1.3
2960,Kepler-441,Kepler-441 b,2015,207.2482,0.64,0.1,3.33,0.0105,1.64,0.15,0.015,4.15,,284,4340,4.71,-1.051,0.57,0.55,-0.57,1.9
2961,Kepler-442,Kepler-442 b,2015,112.3053,0.409,0.04,2.36,0.00742,1.34,0.12,0.012,5.39,,342,4402,4.67,-0.932,0.61,0.6,-0.37,2.9
2962,Kepler-443,Kepler-443 b,2015,177.6693,0.495,0.11,6.04,0.019,2.33,0.21,0.021,2.62,,779,4723,4.61,-0.664,0.74,0.71,-0.01,3.2
2963,Kepler-444,Kepler-444 b,2015,3.6001053,0.04178,0.16,0.0374,0.00012,0.403,0.036,0.004,3.14,,36.48,5046,4.56,-0.43,0.76,0.75,-0.55,11.23
2964,Kepler-444,Kepler-444 c,2015,4.5458841,0.04881,0.31,0.0793,0.00025,0.497,0.044,0.005,3.55,,36.48,5046,4.56,-0.43,0.76,0.75,-0.55,11.23
2965,Kepler-444,Kepler-444 d,2015,6.189392,0.06,0.18,0.2,0.00063,0.53,0.047,0.005,7.9,,36.48,5046,4.56,-0.43,0.76,0.75,-0.55,11.23
2966,Kepler-444,Kepler-444 e,2015,7.743493,0.0696,0.1,0.1,0.00031,0.546,0.049,0.005,4.8,,36.48,5046,4.56,-0.43,0.76,0.75,-0.55,11.23
2967,Kepler-444,Kepler-444 f,2015,9.740486,0.0811,0.29,0.332,0.00104,0.741,0.066,0.007,4.48,,36.48,5046,4.56,-0.43,0.76,0.75,-0.55,11.23
2968,Kepler-445,Kepler-445 b,2015,2.984151,,0,3.12,0.00982,1.58,0.14,0.014,4.35,,90,3157,4.83,-1.939,0.18,0.21,0.27,6.61
2969,Kepler-445,Kepler-445 c,2015,4.871229,,0,6.85,0.0215,2.51,0.22,0.023,2.38,,90,3157,4.83,-1.939,0.18,0.21,0.27,6.61
2970,Kepler-445,Kepler-445 d,2015,8.15275,,0,2.1,0.0066,1.25,0.11,0.011,5.91,,90,3157,4.83,-1.939,0.18,0.21,0.27,6.61
2971,Kepler-446,Kepler-446 b,2015,1.565409,,0,2.86,0.00899,1.5,0.13,0.014,4.66,,120,3359,4.87,-2,0.22,0.24,-0.3,3.72
2972,Kepler-446,Kepler-446 c,2015,3.036179,,0,1.41,0.00444,1.11,0.1,0.01,5.67,,120,3359,4.87,-2,0.22,0.24,-0.3,3.72
2973,Kepler-446,Kepler-446 d,2015,5.148921,,0,2.39,0.00752,1.35,0.12,0.012,5.34,,120,3359,4.87,-2,0.22,0.24,-0.3,3.72
2974,Kepler-447,Kepler-447 b,2015,7.79430132,0.0769,0.123,435.41,1.37,18.49,1.65,0.17,0.4,,270.12,5493,4.4,-0.204,1,1.05,0.07,2.69
2975,KOI-12,Kepler-448 c,2017,2500,4.2,0.65,6992.26,22,12,1.07,0.11,22.2,,403.99,6466.33,4.34,0.574,1.5,1.4,0.09,1.45
2976,Kepler-449,Kepler-449 b,2015,12.58242,,0.03,4.88,0.0154,2.056,0.183,0.019,3.09,,279,5654,4.09,0.298,0.97,1.47,0.04,9.77
2977,Kepler-449,Kepler-449 c,2015,33.6727,,0.05,8.07,0.0254,2.764,0.247,0.025,2.1,,279,5654,4.09,0.298,0.97,1.47,0.04,9.77
2978,Kepler-45,Kepler-45 b,2011,2.455239,0.03,0.11,160.497,0.505,10.76,0.96,0.099,0.8,1000,333,3820,4.7,-1.073,0.59,0.55,0.28,0.5
2979,Kepler-450,Kepler-450 b,2015,28.454851,,0.02,31.3,0.0984,6.14,0.548,0.056,0.743,,462,6263,4.17,0.531,1.35,1.57,0.2,3.02
2980,Kepler-450,Kepler-450 c,2015,15.413135,,0.02,7.37,0.0232,2.62,0.234,0.024,2.25,,462,6263,4.17,0.531,1.35,1.57,0.2,3.02
2981,Kepler-450,Kepler-450 d,2015,7.51464,,0.14,0.514,0.00162,0.837,0.075,0.008,4.82,,462,6263,4.17,0.531,1.35,1.57,0.2,3.02
2982,Kepler-452,Kepler-452 b,2015,384.843,1.046,,3.29,0.0104,1.63,0.145,0.015,4.17,265,560.62,5757,4.32,0.02,1.04,1.11,0.21,6
2983,Kepler-453,Kepler-453 b,2015,240.503,0.7903,0.0359,16,0.05034,6.204,0.553,0.057,,,448.58,5527,4.57,-0.221,0.94,0.83,0.09,2.49
2984,Kepler-454,Kepler-454 b,2015,10.57,0.0954,0,6.3566,0.02,2.354,0.21,0.022,2.76,,232.41,5701,4.37,0.032,0.85,1.05,0.27,4.27
2985,Kepler-454,Kepler-454 c,2015,523.9,,0.0214,1417.5218,4.46,12.9,1.15,0.118,3.63,,232.41,5701,4.37,0.032,0.85,1.05,0.27,4.27
2986,KIC 9663113,Kepler-458 c,2016,20.74028413,,,16.4,0.0516,4.2,0.375,0.038,1.22,,1670.88,6065,4.42,0.755,0.98,1.03,-0.28,
2987,Kepler-46,Kepler-46 b,2012,33.60134,0.1968,0.01,1907,6,9.057,0.808,0.083,14,543,794.54,5309,4.58,-0.387,0.92,0.79,0.37,9.7
2988,Kepler-46,Kepler-46 c,2012,57.011,0.2799,0.0146,119.499,0.376,13.5,1.21,0.124,0.267,455,794.54,5309,4.58,-0.387,0.92,0.79,0.37,9.7
2989,Kepler-46,Kepler-46 d,2014,6.766589,0.067,,3.33,0.0105,1.64,0.146,0.015,4.15,,794.54,5309,4.58,-0.387,0.92,0.79,0.37,9.7
2990,KIC 5437945,Kepler-460 c,2016,220.1303357,,,26.1,0.0821,5.52,0.492,0.051,0.853,,1322.48,6340,4.16,0.612,1.07,1.24,-0.38,3.16
2991,Kepler-461,Kepler-461 b,2016,8.31378306,,,7.18,0.0226,2.58,0.23,0.024,2.3,,468,5634,4.51,0.236,0.98,0.91,0.04,2.51
2992,Kepler-462,Kepler-462 b,2016,84.6879808,,0.056,13.7,0.043,3.77,0.336,0.035,1.4,,733,7070,4.02,0.785,1.59,2.04,-0.06,1.45
2993,Kepler-463,Kepler-463 b,2016,8.98101683,,,9.53,0.03,3.05,0.272,0.028,1.85,,336,5661,4.47,-0.054,0.87,0.9,-0.28,7.41
2994,Kepler-464,Kepler-464 b,2016,7.25696522,,,10.9,0.0343,3.3,0.294,0.03,1.67,,653,5933,4.11,0.468,1.21,1.59,0.19,4.9
2995,Kepler-465,Kepler-465 b,2016,9.94067247,,,9.01,0.0283,2.95,0.263,0.027,1.93,,587,6310,4.31,0.326,1.23,1.29,0.09,2.19
2996,Kepler-466,Kepler-466 b,2016,51.07926307,,,8.5,0.0267,2.85,0.254,0.026,2.02,,436,5927,4.42,-0.067,1.04,1.05,-0.01,3.47
2997,Kepler-466,Kepler-466 c,2016,3.70921385,,,2.1,0.0066,1.25,0.112,0.011,5.91,,436,5927,4.42,-0.067,1.04,1.05,-0.01,3.47
2998,Kepler-467,Kepler-467 b,2016,24.99324193,,,5.69,0.0179,2.25,0.201,0.021,2.74,,458,5809,4.18,0.28,1.05,1.37,0.06,8.13
2999,Kepler-468,Kepler-468 b,2016,38.47875707,,,,,13.34,1.19,0.122,,,474,5498,4.54,-0.297,0.96,0.87,0.1,2
3000,Kepler-47,Kepler-47 b,2012,49.4643,0.2877,0.021,2.07,0.00651,3.05,0.272,0.028,0.4,,1055.33,5636,4.49,-0.144,0.96,0.94,-0.25,
3001,Kepler-47,Kepler-47 c,2012,303.227,0.9638,0.044,3.17,0.00997,4.65,0.415,0.043,0.17,,1055.33,5636,4.49,-0.144,0.96,0.94,-0.25,
3002,Kepler-47,Kepler-47 d,2019,187.366,0.6992,0.024,19.02,0.05984,7.04,0.628,0.065,0.3,,1055.33,5636,4.49,-0.144,0.96,0.94,-0.25,
3003,Kepler-470,Kepler-470 b,2016,24.66919569,,,35600,112,14.44,1.288,0.132,65,,989,6613,4.14,0.559,1.4,1.66,0.04,1.86
3004,Kepler-471,Kepler-471 b,2016,5.01423457,,,37000,117,14.96,1.335,0.137,60.7,,1373,6733,4.1,0.577,1.49,1.8,0.07,1.58
3005,Kepler-472,Kepler-472 b,2016,4.17625551,,,10.5,0.0329,3.22,0.287,0.03,1.73,,302,4996,4.59,-0.575,0.85,0.78,0.16,2.69
3006,Kepler-473,Kepler-473 b,2016,14.55731705,,,15.6,0.0492,4.08,0.364,0.037,1.26,,641,5816,4.21,0.467,1.06,1.34,0.12,6.92
3007,Kepler-474,Kepler-474 b,2016,5.66067294,,,9.59,0.0302,3.06,0.273,0.028,1.84,,568,5785,4.36,0.361,0.99,1.08,-0.01,6.76
3008,Kepler-475,Kepler-475 b,2016,3.10550819,,,6.76,0.0213,2.49,0.222,0.023,2.41,,280,5009,4.58,-0.506,0.86,0.79,0.21,2.69
3009,Kepler-476,Kepler-476 b,2016,14.00640607,,,9.69,0.0305,3.08,0.275,0.028,1.82,,687,5837,4.38,0.095,1.03,1.09,0.04,5.37
3010,Kepler-477,Kepler-477 b,2016,11.11990653,,,4.94,0.0155,2.07,0.185,0.019,3.06,,367,5240,4.58,-0.372,0.87,0.79,-0.04,2.09
3011,Kepler-478,Kepler-478 b,2016,13.2217576,,,7.8,0.0245,2.71,0.242,0.025,2.15,,420,5210,4.56,-0.371,0.85,0.8,-0.03,4.9
3012,Kepler-479,Kepler-479 b,2016,12.49341307,,,5.14,0.0162,2.12,0.189,0.019,2.96,,371,5247,4.56,-0.428,0.86,0.81,-0.02,4.27
3013,Kepler-48,Kepler-48 b,2012,4.778,,,3.94,0.0124,1.88,0.168,0.017,3.23,,309.47,5194,4.49,-0.345,0.88,0.89,0.17,3.14
3014,Kepler-48,Kepler-48 c,2012,9.67395,,,14.61,0.04597,2.71,0.242,0.025,4.01,,309.47,5194,4.49,-0.345,0.88,0.89,0.17,3.14
3015,Kepler-48,Kepler-48 d,2014,42.8961,,,7.93,0.025,2.04,0.182,0.019,5.08,,309.47,5194,4.49,-0.345,0.88,0.89,0.17,3.14
3016,Kepler-48,Kepler-48 e,2014,982,,,657,2.067,13.4,1.19,0.123,1.5,,309.47,5194,4.49,-0.345,0.88,0.89,0.17,3.14
3017,Kepler-480,Kepler-480 b,2016,4.9195838,,,8.15,0.0256,2.78,0.248,0.025,2.08,,806,6322,4.28,0.457,1.25,1.34,0.11,2.34
3018,Kepler-481,Kepler-481 b,2016,10.06082567,,,6.8,0.0214,2.5,0.223,0.023,2.39,,713,5802,4.36,0.188,1.01,1.09,0.03,6.17
3019,Kepler-482,Kepler-482 b,2016,56.35418576,,,6.17,0.0194,2.36,0.211,0.022,2.58,,290,4871,4.6,-0.578,0.75,0.72,-0.13,6.03
3020,Kepler-483,Kepler-483 b,2016,30.229104,,,10.4,0.0327,3.21,0.286,0.029,1.73,,953,6346,4.21,0.399,1.28,1.47,0.09,2.63
3021,Kepler-484,Kepler-484 b,2016,10.04556931,,,5.82,0.0183,2.28,0.203,0.021,2.7,,377,5668,4.54,-0.144,0.96,0.87,-0.1,1.48
3022,Kepler-485,Kepler-485 b,2016,3.2432598,,,35500,112,14.41,1.286,0.132,65.2,,1173,5958,4.39,0.063,1.07,1.09,0.04,3.72
3023,Kepler-486,Kepler-486 b,2016,30.36044667,,,84.2,0.265,11,0.981,0.101,0.348,,428,4926,4.6,-0.536,0.79,0.75,-0.04,4.47
3024,Kepler-487,Kepler-487 b,2016,15.3587684,,,,,11.42,1.019,0.105,,,835,5444,4.51,-0.229,0.91,0.88,0,5.62
3025,Kepler-487,Kepler-487 c,2016,38.6519976,,,7.65,0.0241,2.68,0.239,0.025,2.18,,835,5444,4.51,-0.229,0.91,0.88,0,5.62
3026,Kepler-488,Kepler-488 b,2016,3.12082923,,,39400,124,15.79,1.409,0.145,55,,1157,5970,4.39,0.117,1.07,1.09,0.03,3.47
3027,Kepler-489,Kepler-489 b,2016,17.27629612,,,46.1,0.145,7.72,0.689,0.071,0.551,,379,5014,4.59,-0.538,0.82,0.76,0,3.31
3028,Kepler-49,Kepler-49 b,2012,7.2037945,0.05929,,311.46,0.98,2.72,0.243,0.025,3.4,495,314.02,4252,4.73,-1.003,0.63,0.56,0.03,2.88
3029,Kepler-49,Kepler-49 c,2012,10.9129343,0.07821,,228.83,0.72,2.55,0.227,0.023,1.3,431,314.02,4252,4.73,-1.003,0.63,0.56,0.03,2.88
3030,Kepler-49,Kepler-49 d,2014,2.576549,0.031,,3.19,0.01,1.6,0.143,0.015,4.28,697,314.02,4252,4.73,-1.003,0.63,0.56,0.03,2.88
3031,Kepler-49,Kepler-49 e,2014,18.596108,0.116,,3.05,0.00961,1.56,0.139,0.014,4.41,,314.02,4252,4.73,-1.003,0.63,0.56,0.03,2.88
3032,Kepler-490,Kepler-490 b,2016,3.26869515,,,,,11.65,1.039,0.107,,,1249,6045,4.37,0.345,1.08,1.12,-0.02,3.47
3033,Kepler-491,Kepler-491 b,2016,4.22538451,,,59,0.186,8.92,0.796,0.082,0.457,,657,5582,4.42,-0.083,1.04,1.03,0.37,4.47
3034,Kepler-492,Kepler-492 b,2016,11.72012266,,,66.7,0.21,9.59,0.856,0.088,0.416,,642,5527,4.5,-0.337,0.94,0.91,0.07,4.57
3035,Kepler-493,Kepler-493 b,2016,3.00387658,,,37500,118,15.13,1.35,0.139,59.5,,1942,6457,4.19,0.385,1.36,1.54,0.11,2
3036,Kepler-494,Kepler-494 b,2016,8.02511821,,,40.4,0.127,7.14,0.637,0.065,0.61,,862,6007,4.28,0.271,1.1,1.26,0.02,4.79
3037,Kepler-495,Kepler-495 b,2016,3.41303622,,,23.8,0.0749,5.23,0.467,0.048,0.914,,630,5346,4.55,-0.298,0.86,0.83,-0.07,4.37
3038,Kepler-496,Kepler-496 b,2016,8.30864937,,,5.99,0.0189,2.32,0.207,0.021,2.64,,655,5293,4.55,-0.429,0.86,0.82,-0.03,4.57
3039,Kepler-497,Kepler-497 b,2016,3.57320367,,,30.4,0.0957,6.04,0.539,0.055,0.758,,1070,5834,4.39,0.252,1.09,1.11,0.24,3.55
3040,Kepler-498,Kepler-498 b,2016,9.61375356,,,9.43,0.0297,3.03,0.27,0.028,1.86,,746,5744,4.47,0.148,0.98,0.96,-0.04,3.89
3041,Kepler-499,Kepler-499 b,2016,5.63252845,,,5.35,0.0168,2.17,0.194,0.02,2.88,,523,5312,4.55,-0.317,0.87,0.83,0,4.57
3042,Kepler-5,Kepler-5 b,2009,3.5484657,0.0538,0.043,670.93913,2.111,15.984,1.426,0.146,0.4,1750,923.41,6297,3.96,0.514,1.37,1.79,0.04,2.88
3043,Kepler-50,Kepler-50 b,2012,7.81254,0.077,,3.57,0.0112,1.71,0.153,0.016,3.92,,251.91,6225,4.13,0.524,1.24,1.58,0.03,3.8
3044,Kepler-50,Kepler-50 c,2012,9.37647,0.087,,5.35,0.0168,2.17,0.194,0.02,2.88,,251.91,6225,4.13,0.524,1.24,1.58,0.03,3.8
3045,Kepler-500,Kepler-500 b,2016,8.5083244,,,7.18,0.0226,2.58,0.23,0.024,2.3,,747,5813,4.42,0.051,1.02,1.03,0.03,4.37
3046,Kepler-501,Kepler-501 b,2016,5.64067757,,,17.1,0.0537,4.3,0.384,0.039,1.18,,1044,5904,4.42,0.109,1.03,1.04,-0.03,3.31
3047,Kepler-502,Kepler-502 b,2016,4.28686431,,,20.4,0.0641,4.77,0.426,0.044,1.03,,1433,6125,4.33,0.327,1.15,1.22,0.05,3.09
3048,Kepler-504,Kepler-504 b,2016,9.54927542,,,3.15,0.00993,1.59,0.142,0.015,4.31,,75,3519,4.94,-1.82,0.33,0.33,-0.31,4.17
3049,Kepler-505,Kepler-505 b,2016,27.52197994,,,7.27,0.0229,2.6,0.232,0.024,2.27,,222,3931,4.73,-0.985,0.55,0.53,-0.19,3.16
3050,Kepler-506,Kepler-506 b,2016,6.8834055,,,7.9,0.0249,2.73,0.244,0.025,2.13,,231,6236,4.36,0.275,1.19,1.19,0.09,1.74
3051,Kepler-507,Kepler-507 b,2016,3.56809693,,,2.24,0.00705,1.3,0.116,0.012,5.6,,410,6113,4.26,0.294,1.16,1.32,0.06,3.8
3052,Kepler-508,Kepler-508 b,2016,25.30889748,,,3.33,0.0105,1.64,0.146,0.015,4.15,,325,6025,4.3,0.256,1.16,1.25,0.18,3.55
3053,Kepler-509,Kepler-509 b,2016,41.74600392,,,6.76,0.0213,2.49,0.222,0.023,2.41,,339,6060,4.32,0.207,1.1,1.2,0.01,4.27
3054,Kepler-51,Kepler-51 b,2012,45.154,0.2514,0.04,2.1,0.007,7.1,0.633,0.065,0.03,543,801.76,6018,4.51,-0.18,1.04,0.94,0.01,0.3
3055,Kepler-51,Kepler-51 c,2012,85.312,0.384,0.014,4,0.013,9,0.803,0.083,0.03,439,801.76,6018,4.51,-0.18,1.04,0.94,0.01,0.3
3056,Kepler-51,Kepler-51 d,2014,130.194,0.509,0.008,7.6,0.024,9.7,0.865,0.089,0.046,381,801.76,6018,4.51,-0.18,1.04,0.94,0.01,0.3
3057,Kepler-510,Kepler-510 b,2016,19.55659418,,,6.66,0.021,2.47,0.22,0.023,2.43,,378,5746,4.09,0.286,0.91,1.41,-0.35,10.47
3058,Kepler-511,Kepler-511 b,2016,296.637865,,,33.1,0.104,6.35,0.567,0.058,0.71,,448,5770,4.28,0.482,1,1.2,0.01,7.94
3059,Kepler-512,Kepler-512 b,2016,34.43587975,,,7.7,0.0242,2.69,0.24,0.025,2.17,,531,5997,4.28,0.174,1.17,1.3,0.22,3.72
3060,Kepler-513,Kepler-513 b,2016,28.86235584,,,5.48,0.0172,2.2,0.196,0.02,2.83,,467,5849,4.39,0.07,1.02,1.06,-0.01,5.5
3061,Kepler-514,Kepler-514 b,2016,5.65179605,,,3.61,0.0113,1.72,0.153,0.016,3.9,,489,6106,4.23,0.339,1.28,1.44,0.36,2.69
3062,Kepler-515,Kepler-515 b,2016,19.96371318,,,2.73,0.00859,1.46,0.13,0.013,4.82,,255,5293,4.55,-0.312,0.9,0.83,0.08,3.39
3063,Kepler-516,Kepler-516 b,2016,24.85462415,,,27.9,0.0878,5.74,0.512,0.053,0.811,,777,7099,4.04,0.769,1.62,2.02,0.01,1.32
3064,Kepler-517,Kepler-517 b,2016,60.92832271,,,7.61,0.0239,2.67,0.238,0.024,2.2,,284,5690,4.43,-0.038,0.95,0.98,-0.06,6.31
3065,Kepler-518,Kepler-518 b,2016,8.51203588,,,5.1,0.016,2.11,0.188,0.019,2.98,,324,5842,4.53,-0.067,0.96,0.88,-0.23,1.35
3066,Kepler-519,Kepler-519 b,2016,24.3078946,,,5.06,0.0159,2.1,0.187,0.019,3,,234,5260,4.58,-0.375,0.89,0.8,0.01,1.91
3067,Kepler-52,Kepler-52 b,2012,7.8773565,0.0637,,2765,8.7,2.1,0.187,0.019,,499,324.54,4263,4.73,-0.955,0.66,0.56,0,3.55
3068,Kepler-52,Kepler-52 c,2012,16.3850021,0.10379,,3308.41,10.41,1.84,0.164,0.017,,390,324.54,4263,4.73,-0.955,0.66,0.56,0,3.55
3069,Kepler-52,Kepler-52 d,2014,36.445171,0.182,,4.46,0.014,1.95,0.174,0.018,3.31,,324.54,4263,4.73,-0.955,0.66,0.56,0,3.55
3070,Kepler-520,Kepler-520 b,2016,19.67416124,,,3.39,0.0107,1.66,0.148,0.015,4.07,,492,6112,4.41,0.51,1.1,1.09,-0.03,2.04
3071,Kepler-520,Kepler-520 c,2016,5.21104261,,,1.24,0.0039,1.07,0.095,0.01,5.56,,492,6112,4.41,0.51,1.1,1.09,-0.03,2.04
3072,Kepler-521,Kepler-521 b,2016,22.20813214,,,10.2,0.0322,3.18,0.284,0.029,1.74,,737,6406,4.24,0.566,1.34,1.46,0.25,1.78
3073,Kepler-522,Kepler-522 b,2016,38.58422849,,,38.2,0.12,6.91,0.616,0.063,0.636,,749,6392,4.04,0.632,1.54,1.98,0.41,1.7
3074,Kepler-523,Kepler-523 b,2016,5.83598311,,,4.5,0.0142,1.96,0.175,0.018,3.28,,270,5515,4.54,-0.289,0.93,0.86,-0.03,2.45
3075,Kepler-524,Kepler-524 b,2016,7.97419807,,,4.31,0.0136,1.91,0.17,0.018,3.4,,730,6014,4.39,0.399,1.09,1.1,0.02,3.02
3076,Kepler-524,Kepler-524 c,2016,1.88897906,,,0.84,0.00264,0.96,0.086,0.009,5.22,,730,6014,4.39,0.399,1.09,1.1,0.02,3.02
3077,Kepler-525,Kepler-525 b,2016,18.68404933,,,7.41,0.0233,2.63,0.235,0.024,2.24,,566,5573,4.29,0.51,0.95,1.15,0.11,10.47
3078,Kepler-526,Kepler-526 b,2016,5.45849832,,,4.62,0.0145,1.99,0.178,0.018,3.22,,504,5894,4.38,0.333,1.15,1.14,0.34,2.14
3079,Kepler-527,Kepler-527 b,2016,13.28535633,,,8.45,0.0266,2.84,0.253,0.026,2.03,,901,6388,4.22,0.299,1.28,1.45,0.03,2.4
3080,Kepler-528,Kepler-528 b,2016,19.78297415,,,4.98,0.0157,2.08,0.186,0.019,3.04,,711,5807,4.39,0.122,1.01,1.06,0.02,5.5
3081,Kepler-529,Kepler-529 b,2016,1.98035766,,,4.12,0.013,1.86,0.166,0.017,3.52,,787,6087,4.35,0.207,1.07,1.14,-0.1,3.98
3082,Kepler-529,Kepler-529 c,2016,12.8345022,,,4.66,0.0147,2,0.178,0.018,3.2,,787,6087,4.35,0.207,1.07,1.14,-0.1,3.98
3083,Kepler-53,Kepler-53 b,2012,18.6489525,,,5851,18.41,2.89,0.258,0.026,,,1420.1,5858,4.53,0.034,0.98,0.89,-0.03,3.89
3084,Kepler-53,Kepler-53 c,2012,38.5583038,,,5002.43,15.74,3.17,0.283,0.029,,,1420.1,5858,4.53,0.034,0.98,0.89,-0.03,3.89
3085,Kepler-53,Kepler-53 d,2014,9.751962,0.091,,5.14,0.0162,2.12,0.189,0.019,2.96,,1420.1,5858,4.53,0.034,0.98,0.89,-0.03,3.89
3086,Kepler-530,Kepler-530 b,2016,39.30941904,,,9.32,0.0293,3.01,0.269,0.028,1.88,,464,5697,4.53,-0.153,0.97,0.89,-0.08,1.78
3087,Kepler-531,Kepler-531 b,2016,29.88485741,,,8.15,0.0256,2.78,0.248,0.025,2.08,,254,4893,4.58,-0.583,0.78,0.75,-0.03,7.76
3088,Kepler-532,Kepler-532 b,2016,12.92491623,,,7.13,0.0224,2.57,0.229,0.024,2.31,,325,5192,4.58,-0.483,0.87,0.79,0,2
3089,Kepler-533,Kepler-533 b,2016,28.51120525,,,11.4,0.0357,3.38,0.302,0.031,1.62,,305,4758,4.61,-0.668,0.78,0.72,0.01,3.24
3090,Kepler-534,Kepler-534 b,2016,15.95994513,,,5.65,0.0178,2.24,0.2,0.021,2.76,,473,5884,4.48,0.106,1.05,0.98,0.01,1.58
3091,Kepler-535,Kepler-535 b,2016,4.90332155,,,6.17,0.0194,2.36,0.211,0.022,2.58,,678,6123,4.3,0.309,1.18,1.27,0.13,3.24
3092,Kepler-536,Kepler-536 b,2016,1.8270823,,,9.8,0.0308,3.1,0.277,0.028,1.81,,446,5524,4.51,-0.262,0.92,0.89,0,4.79
3093,Kepler-537,Kepler-537 b,2016,3.24755522,,,2.57,0.00809,1.41,0.126,0.013,5.04,,465,5763,4.47,-0.056,1.07,0.99,0.23,1.45
3094,Kepler-538,Kepler-538 b,2016,81.73778,0.4669,0.041,10.6,0.03335,2.215,0.198,0.02,5.4,380,156.66,5547,4.51,-0.19,0.89,0.87,-0.03,5.3
