hostname,name,disc_method,disc_year,orbital_period,earth_mass,earth_radii,den_gcm3,parsec_dist,optmag,optmagband,nirmag,st_eff_temp,st_surface_g,st_lumin,solar_mass,solar_rad,age_gyr
GJ 3779,GJ 3779 b,Radial Velocity,2018,3.0232,8,2.75,2.11,13.75,12.96,V (Johnson),7.957,3324,5.05,-2.062,0.27,0.28,
GJ 3942,GJ 3942 b,Radial Velocity,2017,6.905,7.14,2.57,2.31,16.94,10.25,V (Johnson),6.331,3867,4.65,-1.12,0.63,0.61,
GJ 3998,GJ 3998 b,Radial Velocity,2016,2.64977,2.47,1.38,5.16,18.16,10.83,V (Johnson),6.816,3722,4.77,-1.387,0.5,0.49,
GJ 3998,GJ 3998 c,Radial Velocity,2016,13.74,6.26,2.38,2.55,18.16,10.83,V (Johnson),6.816,3722,4.77,-1.387,0.5,0.49,
GJ 411,GJ 411 b,Radial Velocity,2019,12.9532,2.99,1.54,4.5,2.55,7.49,V (Johnson),3.501,3563,,-1.658,0.39,0.39,
GJ 422,GJ 422 b,Radial Velocity,2014,26.161,9.9,3.12,1.79,12.67,11.55,V (Johnson),7.035,3323,,-1.959,0.35,0.38,
GJ 4276,GJ 4276 b,Radial Velocity,2019,13.352,16.57,4.22,1.21,21.35,11.66,G (Gaia),7.887,3387,4.97,-1.706,0.41,0.41,6.9
GJ 433,GJ 433 b,Radial Velocity,2011,7.3697,5.3,2.16,2.89,9.07,9.806,V (Johnson),5.623,3472,4.81,-1.699,0.48,0.5,
GJ 433,GJ 433 c,Radial Velocity,2014,3400,45,7.61,0.561,9.07,9.806,V (Johnson),5.623,3472,4.81,-1.699,0.48,0.5,
GJ 436,GJ 436 b,Radial Velocity,2004,2.64388312,22.1,4.17,1.8,9.76,10.67,V (Johnson),6.073,3479,4.79,-1.585,0.47,0.46,6
GJ 504,GJ 504 b,Imaging,2013,,1271.3,13,3.18,17.54,5.22,V (Johnson),4.033,6234,4.6,0.332,1.22,1.26,0.16
GJ 536,GJ 536 b,Radial Velocity,2016,8.7076,5.36,2.17,2.88,10.41,9.72,V (Johnson),5.683,3685,4.75,-1.377,0.52,0.5,0.4
GJ 581,GJ 581 b,Radial Velocity,2005,5.3686,15.8,4.11,1.25,6.3,10.56,V (Johnson),5.837,3660.26,,-1.886,0.31,0.29,2
GJ 581,GJ 581 c,Radial Velocity,2007,12.914,5.5,2.21,2.8,6.3,10.56,V (Johnson),5.837,3660.26,,-1.886,0.31,0.29,2
GJ 581,GJ 581 e,Radial Velocity,2009,3.149,1.7,1.17,5.83,6.3,10.56,V (Johnson),5.837,3660.26,,-1.886,0.31,0.29,2
GJ 625,GJ 625 b,Radial Velocity,2017,14.628,2.82,1.49,4.68,6.49,10.1,V (Johnson),5.833,3499,4.94,-1.894,0.3,0.31,
GJ 649,GJ 649 b,Radial Velocity,2009,598.3,104.244,12.5,0.293,10.38,9.69,V (Johnson),5.624,3700,4.81,-1.365,0.54,0.46,0.44
GJ 667 C,GJ 667 C b,Radial Velocity,2011,7.2004,5.6,2.23,2.77,6.8,10.22,V (Johnson),6.036,3350,4.69,-1.863,0.33,,2
GJ 667 C,GJ 667 C c,Radial Velocity,2011,28.14,3.8,1.77,3.77,6.8,10.22,V (Johnson),6.036,3350,4.69,-1.863,0.33,,2
GJ 667 C,GJ 667 C e,Radial Velocity,2013,62.24,2.7,1.45,4.87,6.8,10.22,V (Johnson),6.036,3350,4.69,-1.863,0.33,,2
GJ 667 C,GJ 667 C f,Radial Velocity,2013,39.026,2.7,1.45,4.87,6.8,10.22,V (Johnson),6.036,3350,4.69,-1.863,0.33,,2
GJ 667 C,GJ 667 C g,Radial Velocity,2013,256.2,4.6,1.99,3.21,6.8,10.22,V (Johnson),6.036,3350,4.69,-1.863,0.33,,2
GJ 674,GJ 674 b,Radial Velocity,2007,4.6938,11.09,3.33,1.65,4.55,9.37,V (Johnson),4.855,3600,,-1.796,0.35,0.36,0.55
GJ 676 A,GJ 676 A b,Radial Velocity,2010,1056.80005,2129.461,12.7,5.71,16.03,9.58,V (Johnson),5.825,3734,4.62,-1.043,0.73,0.69,
GJ 676 A,GJ 676 A c,Radial Velocity,2016,7337,2161.244,12.7,5.8,16.03,9.58,V (Johnson),5.825,3734,4.62,-1.043,0.73,0.69,
GJ 676 A,GJ 676 A d,Radial Velocity,2012,3.6005,4.4,1.93,3.36,16.03,9.58,V (Johnson),5.825,3734,4.62,-1.043,0.73,0.69,
GJ 676 A,GJ 676 A e,Radial Velocity,2012,35.39,8.1,2.77,2.09,16.03,9.58,V (Johnson),5.825,3734,4.62,-1.043,0.73,0.69,
GJ 682,GJ 682 b,Radial Velocity,2014,17.478,4.4,1.93,3.36,5.01,10.97,V (Johnson),5.606,3028,,-2.699,0.27,0.34,
GJ 682,GJ 682 c,Radial Velocity,2014,57.32,8.7,2.89,1.98,5.01,10.97,V (Johnson),5.606,3028,,-2.699,0.27,0.34,
GJ 685,GJ 685 b,Radial Velocity,2019,24.16,9,2.95,1.93,14.32,9.97,V (Johnson),6.066,3816,4.72,-1.253,0.55,0.54,
GJ 687,GJ 687 b,Radial Velocity,2014,38.14,19.0698,4.59,1.08,4.55,9.15,V (Johnson),4.548,3340,4.82,-1.672,0.45,0.43,
GJ 832,GJ 832 b,Radial Velocity,2008,3657,216,14,0.433,4.97,8.66,V (Johnson),4.501,3472,4.7,-1.585,0.45,0.45,9.24
GJ 832,GJ 832 c,Radial Velocity,2014,35.68,5.4,2.18,2.86,4.97,8.66,V (Johnson),4.501,3472,4.7,-1.585,0.45,0.45,9.24
GJ 849,GJ 849 b,Radial Velocity,2006,1882,317.83,13.8,0.665,8.8,10.37,V (Johnson),5.594,3241,4.8,-1.523,0.65,0.53,3
GJ 86,GJ 86 b,Radial Velocity,1999,15.76491,1404.8086,12.9,3.6,10.79,6.12,V (Johnson),4.125,5182,4.63,-0.39,0.93,0.77,11.3
GJ 876,GJ 876 b,Radial Velocity,1998,61.1166,723.2235,13.3,1.69,4.68,10.191,V (Johnson),5.01,3129,,-1.907,0.32,0.3,1
GJ 876,GJ 876 c,Radial Velocity,2000,30.0881,226.9846,14,0.455,4.68,10.191,V (Johnson),5.01,3129,,-1.907,0.32,0.3,1
GJ 876,GJ 876 d,Radial Velocity,2005,1.93778,6.83,2.51,2.37,4.68,10.191,V (Johnson),5.01,3129,,-1.907,0.32,0.3,1
GJ 876,GJ 876 e,Radial Velocity,2010,124.26,14.6,3.92,1.33,4.68,10.191,V (Johnson),5.01,3129,,-1.907,0.32,0.3,1
GJ 96,GJ 96 b,Radial Velocity,2018,73.94,19.66,4.67,1.06,11.94,9.345,V (Johnson),5.554,3785,,-1.052,0.6,0.59,
GJ 9827,GJ 9827 b,Transit,2017,1.2089819,4.91,1.577,6.93,29.69,10.25,V (Johnson),7.193,4340,4.66,-0.942,0.61,0.6,10
GJ 9827,GJ 9827 c,Transit,2017,3.6480957,0.84,1.241,2.42,29.69,10.25,V (Johnson),7.193,4340,4.66,-0.942,0.61,0.6,10
GJ 9827,GJ 9827 d,Transit,2017,6.2014698,4.04,2.022,2.69,29.69,10.25,V (Johnson),7.193,4340,4.66,-0.942,0.61,0.6,10
GQ Lup,GQ Lup b,Imaging,2004,,6356,33.6,0.921,151.82,12.43,V (Johnson),7.096,4092.57,,-0.072,0.7,1.83,0.001
GSC 06214-00210,GSC 06214-00210 b,Imaging,2010,,5000,20.176,3.35,145,12.375,V (Johnson),9.152,4200,,-0.42,0.9,0.74,0.005
GU Psc,GU Psc b,Imaging,2014,,3591.3,14.179,6.92,48,13.55,V (Johnson),9.345,4031.81,,,0.33,,0.1
Gl 378,Gl 378 b,Radial Velocity,2019,3.822,13.02,3.66,1.46,14.96,10.19,V (Johnson),6.16,3879,,-1.222,0.56,0.56,
Gl 49,Gl 49 b,Radial Velocity,2019,13.8508,5.63,2.24,2.75,9.86,9.56,V (Johnson),5.371,3805,4.69,-1.306,0.52,0.51,
Gl 686,Gl 686 b,Radial Velocity,2018,15.5314,6.64,2.46,2.45,8.16,9.577,V (Johnson),5.572,3663,4.83,-1.553,0.42,0.42,
HAT-P-1,HAT-P-1 b,Transit,2006,4.46529976,166.86075,14.785,0.282,159.71,10.34,V (Johnson),8.858,5980,4.36,0.209,1.15,1.17,3.6
HAT-P-11,HAT-P-11 b,Transit,2008,4.88780244,26.69772,4.36,1.68,37.81,9.151,G (Gaia),7.009,4780,4.66,-0.564,0.81,0.68,6.5
HAT-P-11,HAT-P-11 c,Radial Velocity,2018,3407,507,13.5,1.13,37.81,9.151,G (Gaia),7.009,4780,4.66,-0.564,0.81,0.68,6.5
HAT-P-12,HAT-P-12 b,Transit,2009,3.2130598,67.059,10.749,0.3192,142.5,12.84,V (Johnson),10.108,4650,4.61,-0.678,0.73,0.7,2.5
HAT-P-13,HAT-P-13 b,Transit,2009,2.91625,270.462,14.258,0.362,214,10.622,V (Johnson),8.975,5653,4.13,0.346,1.22,1.56,5
HAT-P-13,HAT-P-13 c,Radial Velocity,2009,446.27,4538.421,12.3,13.4,214,10.622,V (Johnson),8.975,5653,4.13,0.346,1.22,1.56,5
HAT-P-14,HAT-P-14 b,Transit,2010,4.62767,1093.3352,15.917,1.56,224.1,9.98,V (Johnson),8.851,6600,4.25,0.615,2.65,1.82,0.431
HAT-P-15,HAT-P-15 b,Transit,2010,10.8635,616.5902,11.882,1.96,193.56,12.16,V (Johnson),9.641,5568,4.38,-0.193,1,1.07,6.8
HAT-P-16,HAT-P-16 b,Transit,2010,2.77596,1332.605,14.448,2.42,235,10.812,V (Johnson),9.553,6158,4.34,0.294,1.22,1.24,2
HAT-P-17,HAT-P-17 b,Transit,2010,10.33852,184.3414,11.769,0.64,92.63,10.54,V (Johnson),8.544,5246,4.53,-0.273,0.99,0.87,7.8
HAT-P-17,HAT-P-17 c,Radial Velocity,2010,5584,1080.6,13.1,2.64,92.63,10.54,V (Johnson),8.544,5246,4.53,-0.273,0.99,0.87,7.8
HAT-P-18,HAT-P-18 b,Transit,2010,5.508023,62.61,11.153,0.25,166,12.759,V (Johnson),10.234,4803,4.57,-0.569,0.77,0.75,12.4
HAT-P-19,HAT-P-19 b,Transit,2010,4.008778,92.802,12.689,0.25,215,12.901,V (Johnson),10.546,4990,4.54,-0.432,0.84,0.82,8.8
HAT-P-2,HAT-P-2 b,Transit,2007,5.6335158,2765.121,10.66,7.29,128.25,8.72,V (Johnson),7.603,6380,4.16,0.53,1.33,1.39,1.44
HAT-P-20,HAT-P-20 b,Transit,2010,2.875317,2302.899,9.718,13.78,70,11.339,V (Johnson),8.601,4595,4.63,-0.721,0.76,0.69,6.7
HAT-P-21,HAT-P-21 b,Transit,2010,4.12448,1547.8321,12.442,4.6,279.48,11.685,V (Johnson),10.111,5588,4.33,0.148,1.24,1.21,10.2
HAT-P-22,HAT-P-22 b,Transit,2010,3.21222,785.0401,12.89,2.14,81.96,9.732,V (Johnson),7.837,5302,4.36,-0.087,1.13,1.11,12.4
HAT-P-23,HAT-P-23 b,Transit,2010,1.21288,425.8922,12.218,1.406,368.61,12.432,V (Johnson),10.791,5905,4.33,0.137,0.58,0.96,4
HAT-P-24,HAT-P-24 b,Transit,2010,3.35524,238.3725,14.572,0.44,420.26,11.818,V (Johnson),10.543,6373,4.27,0.454,1.37,1.38,2.8
HAT-P-25,HAT-P-25 b,Transit,2010,3.65281514,180.84527,12.722,0.483,302.95,13.19,V (Johnson),10.815,5519,4.52,-0.152,1.01,0.92,3.2
HAT-P-26,HAT-P-26 b,Transit,2010,4.23452,22.2481,7.062,0.4,142.41,11.744,V (Johnson),9.581,5079,4.56,-0.368,1.12,0.87,9
HAT-P-27,HAT-P-27 b,Transit,2011,3.039577,197.05,11.43,0.76,204,11.956,G (Gaia),10.109,5300,4.51,-0.244,0.94,0.9,4.4
HAT-P-28,HAT-P-28 b,Transit,2011,3.257215,198.953,13.585,0.44,395,13.03,V (Johnson),11.104,5680,4.36,0.053,1.02,1.1,6.1
HAT-P-29,HAT-P-29 b,Transit,2011,5.72319,279.6904,13.115,0.79,316.36,11.9,V (Johnson),10.297,6087,4.34,0.185,1.45,1.3,2.2
HAT-P-3,HAT-P-3 b,Transit,2007,2.8997,206.5895,10.536,0.855,135.08,11.577,V (Johnson),9.448,5185,4.56,-0.344,1.06,0.87,1.6
HAT-P-30,HAT-P-30 b,Transit,2011,2.8106,263.7989,16.141,0.309,215.29,10.419,V (Johnson),9.151,6304,4.36,0.41,1.55,1.31,1
HAT-P-31,HAT-P-31 b,Transit,2011,5.00542,721.4741,12.218,2.18,347.48,11.66,V (Johnson),10.083,6065,4.26,0.372,1.31,1.39,3.17
HAT-P-32,HAT-P-32 b,Transit,2011,2.1500082,216.1244,22.194,0.108,291.51,11.289,V (Johnson),9.99,6001,4.22,0.338,1.13,1.37,2.7
HAT-P-33,HAT-P-33 b,Transit,2011,3.47447,292.4036,20.737,0.2,400.55,11.188,V (Johnson),10.004,6446,4.15,0.659,1.82,1.79,2.3
HAT-P-34,HAT-P-34 b,Transit,2011,5.45265,2227.9883,15.132,2.4,251.08,10.162,V (Johnson),9.247,6442,4.21,0.585,4.26,1.73,1.7
HAT-P-35,HAT-P-35 b,Transit,2011,3.64671,2390.0816,39.792,0.55,514.2,12.46,V (Johnson),11.03,6096,4.21,0.374,23.56,3.82,3.5
HAT-P-36,HAT-P-36 b,Transit,2011,1.32734683,587.41341,14.314,1.175,296.93,12.262,V (Johnson),10.603,5620,4.42,-0.009,1.03,1.04,6.6
HAT-P-37,HAT-P-37 b,Transit,2011,2.797436,371.528,13.204,0.89,411,13.23,V (Johnson),11.667,5500,4.51,-0.208,0.93,0.88,3.6
HAT-P-38,HAT-P-38 b,Transit,2012,4.640382,84.857,9.247,0.59,249,12.557,V (Johnson),10.501,5330,,-0.208,0.89,0.92,10.1
HAT-P-39,HAT-P-39 b,Transit,2012,3.54387,190.372,17.609,0.19,642,12.422,V (Johnson),11.157,6430,,0.607,1.4,1.62,2
HAT-P-4,HAT-P-4 b,Transit,2007,3.056536,213.255,14.28,0.403,314,11.118,V (Johnson),9.77,5860,4.14,0.431,0.56,1.62,3.9
HAT-P-40,HAT-P-40 b,Transit,2012,4.45724,152.5584,17.038,0.15,470.68,11.699,V (Johnson),10.009,6080,3.93,0.658,1.03,1.94,2.7
HAT-P-41,HAT-P-41 b,Transit,2012,2.69405,378.2177,22.978,0.204,351.63,11.087,V (Johnson),9.728,6390,4.14,0.584,2.56,2.05,2.2
HAT-P-42,HAT-P-42 b,Transit,2012,4.641878,331.801,14.348,0.61,447,12.168,V (Johnson),10.626,5743,4.14,0.356,1.18,1.53,5.2
HAT-P-43,HAT-P-43 b,Transit,2012,3.332687,210.395,14.359,0.39,542,13.356,V (Johnson),11.764,5645,4.37,0.045,1.05,1.1,5.7
HAT-P-44,HAT-P-44 b,Transit,2014,4.301219,111.871,13.922,0.23,363,12.973,G (Gaia),11.275,5295,4.46,-0.194,0.94,0.95,7.5
HAT-P-44,HAT-P-44 c,Radial Velocity,2014,872.2,1271.3,13,3.18,363,12.973,G (Gaia),11.275,5295,4.46,-0.194,0.94,0.95,7.5
HAT-P-45,HAT-P-45 b,Transit,2014,3.128992,283.492,15.984,0.38,305,12.398,G (Gaia),10.201,6330,4.3,0.4,1.26,1.32,2
HAT-P-46,HAT-P-46 b,Transit,2014,4.463129,156.684,14.392,0.28,296,11.684,G (Gaia),9.924,6120,4.25,0.391,1.28,1.4,2.5
HAT-P-49,HAT-P-49 b,Transit,2014,2.69155,699.226,17.822,0.75,353.89,10.326,V (Johnson),9.346,6820,4.1,0.879,2.22,2.06,1.5
HAT-P-5,HAT-P-5 b,Transit,2007,2.78849,311.4734,13.563,0.642,306.01,12,V (Johnson),10.481,5960,4.37,0.112,1.04,1.12,2.6
HAT-P-50,HAT-P-50 b,Transit,2015,3.1220109,429.0705,14.437,0.78,497,11.762,V (Johnson),10.5,6280,4.07,0.603,1.27,1.7,3.37
HAT-P-51,HAT-P-51 b,Transit,2015,4.2180278,98.20947,14.493,0.178,470,13.44,V (Johnson),11.614,5449,4.39,-0.066,0.98,1.04,8.2
HAT-P-52,HAT-P-52 b,Transit,2015,2.7535953,259.98494,11.31,0.98,385,14.068,V (Johnson),11.621,5131,4.48,-0.305,0.89,0.89,9.4
HAT-P-53,HAT-P-53 b,Transit,2015,1.9616241,471.65972,14.773,0.8,719,13.73,V (Johnson),12.1,5956,4.31,0.217,1.09,1.21,4.67
HAT-P-54,HAT-P-54 b,Transit,2015,3.799847,241.5508,10.581,1.118,144.25,13.017,G (Gaia),10.326,4390,4.67,-0.902,0.65,0.62,3.9
HAT-P-55,HAT-P-55 b,Transit,2015,3.5852467,184.97706,13.249,0.435,480,13.207,V (Johnson),11.627,5808,4.43,0.064,1.01,1.01,4.2
HAT-P-56,HAT-P-56 b,Transit,2015,2.79083,734.1873,16.926,0.75,323.5,10.908,V (Johnson),9.83,6566,3.39,0.553,1.42,1.47,2.01
HAT-P-57,HAT-P-57 b,Transit,2015,2.4653,448.1403,19.504,0.332,282.08,10.465,V (Johnson),9.433,6330,4.25,0.593,2.77,1.85,1
HAT-P-6,HAT-P-6 b,Transit,2007,3.85298,419.5356,16.589,0.558,277.5,10.44,V (Johnson),9.313,6570,4.22,0.627,1.79,1.62,2.3
HAT-P-65,HAT-P-65 b,Transit,2016,2.6054552,167.49641,21.185,0.096,841,13.145,V (Johnson),11.528,5835,3.98,0.555,1.21,1.86,5.46
HAT-P-66,HAT-P-66 b,Transit,2016,2.972086,248.86089,17.822,0.242,927,12.993,V (Johnson),11.675,6002,3.99,0.615,1.25,1.88,4.66
HAT-P-67,HAT-P-67 b,Transit,2017,4.8101025,108.0622,23.371,0.052,320,10.069,V (Johnson),8.9,6406,3.85,0.939,1.64,2.55,1.24
HAT-P-69,HAT-P-69 b,Transit,2019,4.7869491,1137.8314,18.786,1.02,343.9,9.773,G (Gaia),9.28,7394,4.11,1,1.65,1.93,1.27
HAT-P-7,HAT-P-7 b,Transit,2008,2.20474,584.8072,16.926,0.712,344.46,10.365,G (Gaia),9.334,6389,4.07,0.791,1.56,2,2.07
HAT-P-70,HAT-P-70 b,Transit,2019,2.74432452,2154.8874,20.961,1.54,329,9.452,G (Gaia),8.963,8450,4.18,1.223,1.89,1.86,0.6
HAT-P-8,HAT-P-8 b,Transit,2008,3.07634,406.8224,15.693,0.568,212.84,10.3,V (Johnson),8.953,6200,4.15,0.464,1.27,1.57,3.4
HAT-P-9,HAT-P-9 b,Transit,2008,3.92281072,238.05467,15.614,0.342,480,12.297,V (Johnson),11.015,6350,4.29,0.418,1.28,1.34,1.6
HATS-1,HATS-1 b,Transit,2012,3.446459,589.55,14.594,1.03,303,12.053,V (Johnson),10.58,5870,,0.041,0.99,1.04,6
HATS-10,HATS-10 b,Transit,2015,3.312846,167.17858,10.862,0.7,496,13.113,V (Johnson),11.511,5880,4.39,0.117,1.1,1.1,3.3
HATS-11,HATS-11 b,Transit,2016,3.619188,263.7989,18.03,0.315,967.34,14.018,V (Johnson),12.243,6563,4.19,0.316,1.33,1.54,7.7
HATS-12,HATS-12 b,Transit,2016,3.142702,759.6137,7.76,1.12,512.41,12.756,V (Johnson),11.391,6357,4.36,-0.06,1.16,1.17,2.36
HATS-13,HATS-13 b,Transit,2015,3.0440499,172.58169,13.585,0.377,476,13.887,V (Johnson),11.983,5523,4.52,-0.321,0.96,0.89,2.5
HATS-14,HATS-14 b,Transit,2015,2.7667641,340.39593,11.646,1.191,513,13.79,V (Johnson),12.037,5346,4.48,-0.173,0.97,0.93,4.9
HATS-15,HATS-15 b,Transit,2016,1.74748753,689.6911,12.386,1.97,689,14.774,V (Johnson),12.724,5311,4.45,-0.204,0.87,0.92,11
HATS-16,HATS-16 b,Transit,2016,2.686502,1039.3041,14.572,1.86,774,13.834,V (Johnson),12.28,5738,4.24,0.173,0.97,1.24,9.5
HATS-17,HATS-17 b,Transit,2016,16.254611,425.25654,8.709,3.5,339,12.39,V (Johnson),10.698,5846,4.42,0.093,1.13,1.09,2.1
HATS-18,HATS-18 b,Transit,2016,0.83784,629.14449,14.897,1.1169,645,14.067,V (Johnson),12.289,5600,4.44,-0.059,1.04,1.02,4.2
HATS-2,HATS-2 b,Transit,2013,1.354133,427.463,13.092,1.05,360,13.562,V (Johnson),11.386,5227,4.48,-0.268,0.88,0.9,9.7
HATS-22,HATS-22 b,Transit,2017,4.7228124,870.8542,10.682,3.89,207.9,13.455,V (Johnson),10.942,4803,4.64,-0.646,0.76,0.69,
HATS-23,HATS-23 b,Transit,2017,2.1605156,467.2101,20.849,0.29,747,13.901,V (Johnson),12.262,5780,4.33,0.155,1.12,1.2,4.2
HATS-24,HATS-24 b,Transit,2017,1.3484978,718.2958,15.637,1.03,510,12.83,V (Johnson),11.382,6125,4.37,0.19,1.07,1.12,3.7
HATS-25,HATS-25 b,Transit,2016,4.2986432,194.82979,14.123,0.38,466,13.097,V (Johnson),11.416,5715,4.35,0.068,0.99,1.11,7.5
HATS-26,HATS-26 b,Transit,2016,3.3023881,206.5895,19.616,0.153,907,12.955,V (Johnson),11.435,6071,3.94,0.704,1.3,2.04,4.04
HATS-27,HATS-27 b,Transit,2016,4.637038,168.4499,16.814,0.18,840,12.766,V (Johnson),11.55,6438,4.11,0.669,1.42,1.74,2.3
HATS-28,HATS-28 b,Transit,2016,3.1810781,213.58176,13.384,0.48,521,13.934,V (Johnson),12.086,5498,4.48,-0.157,0.93,0.92,6.2
HATS-29,HATS-29 b,Transit,2016,4.6058749,207.54299,14.022,0.411,351,12.612,V (Johnson),10.877,5670,4.39,0.029,1.03,1.07,5.5
HATS-3,HATS-3 b,Transit,2013,3.547851,340.382,15.48,0.51,453,12.44,V (Johnson),10.694,6351,4.22,0.456,1.21,1.4,3.2
HATS-30,HATS-30 b,Transit,2016,3.1743516,224.38798,13.171,0.543,339,12.192,V (Johnson),10.793,5943,4.42,0.097,1.09,1.06,2.3
HATS-31,HATS-31 b,Transit,2016,3.37796,279.6904,18.383,0.243,872,13.105,V (Johnson),11.572,6050,4,0.619,1.27,1.87,4.3
HATS-32,HATS-32 b,Transit,2016,2.8126548,292.4036,14,0.58,839,14.384,V (Johnson),12.699,5700,4.4,0.057,1.1,1.1,3.5
HATS-33,HATS-33 b,Transit,2016,2.5495551,378.85336,13.787,0.79,255,11.911,V (Johnson),10.287,5659,4.45,-0.018,1.06,1.02,3
HATS-34,HATS-34 b,Transit,2016,2.1061607,299.07803,16.029,0.4,532,13.849,V (Johnson),12.095,5380,4.43,-0.14,0.95,0.98,7.7
HATS-35,HATS-35 b,Transit,2016,1.8209993,388.38826,16.41,0.484,557,12.56,V (Johnson),11.118,6300,4.24,0.465,1.32,1.43,2.13
HATS-36,HATS-36 b,Transit,2018,4.175186,1022.14128,12.92,2.12,878.65,14.386,V (Johnson),12.809,5950,4.4,0.066,1.1,1.1,0.62
HATS-39,HATS-39 b,Transit,2018,4.5776348,200.2329,17.598,0.202,773,12.746,V (Johnson),11.518,6572,4.16,0.64,1.38,1.62,2.06
HATS-4,HATS-4 b,Transit,2014,2.516729,420.471,11.433,1.55,420,13.459,V (Johnson),11.612,5403,4.51,-0.187,1,0.93,2.1
HATS-40,HATS-40 b,Transit,2018,3.2642736,505.3497,17.71,0.49,1431,13.377,V (Johnson),12.147,6460,3.92,0.903,1.56,2.26,2.07
HATS-41,HATS-41 b,Transit,2018,4.193649,3082.951,14.908,5.1,800,12.681,V (Johnson),11.498,6424,4.14,0.653,1.5,1.71,1.34
HATS-42,HATS-42 b,Transit,2018,2.292102,597.5204,15.693,0.83,942,13.617,V (Johnson),12.245,6060,4.2,0.425,1.27,1.48,3.26
HATS-43,HATS-43 b,Transit,2018,4.3888497,82.95363,13.227,0.191,341,13.593,V (Johnson),11.556,5099,4.54,-0.398,0.84,0.81,8.6
HATS-44,HATS-44 b,Transit,2018,2.7439004,177.9848,11.96,0.56,463,14.428,V (Johnson),12.188,5080,4.51,-0.398,0.86,0.85,9.7
HATS-45,HATS-45 b,Transit,2018,4.1876244,222.481,14.415,0.41,818,13.307,V (Johnson),12.137,6450,4.3,0.425,1.27,1.31,1.52
HATS-46,HATS-46 b,Transit,2018,4.7423729,54.98459,10.122,0.28,448,13.634,V (Johnson),11.965,5495,4.54,-0.23,0.92,0.85,3
HATS-5,HATS-5 b,Transit,2014,4.763387,75.323,10.223,0.39,257,12.63,V (Johnson),10.703,5304,4.53,-0.268,0.94,0.87,3.6
HATS-50,HATS-50 b,Transit,2017,3.8297015,123.9537,12.666,0.33,717,14.033,V (Johnson),12.289,5990,4.41,0.143,1.17,1.12,1.2
HATS-51,HATS-51 b,Transit,2017,3.3488702,244.09344,15.805,0.34,478,12.471,V (Johnson),10.867,5758,4.2,0.31,1.19,1.44,4.74
HATS-52,HATS-52 b,Transit,2017,1.36665436,711.9392,15.491,1.06,631,13.669,V (Johnson),12.114,6010,4.45,0.068,1.11,1.05,1.2
HATS-53,HATS-53 b,Transit,2017,3.8537768,189.10885,15.02,0.303,613,13.79,V (Johnson),12.046,5644,4.34,0.045,0.96,1.1,9
HATS-54,HATS-54 b,Transit,2019,2.5441828,241.5508,11.96,0.77,769,13.913,V (Johnson),12.17,5702,4.24,0.212,1.1,1.32,6.6
HATS-55,HATS-55 b,Transit,2019,4.2042001,292.72143,14.022,0.587,623.6,13.47,V (Johnson),12.02,6214,4.41,0.229,1.2,1.13,0.4
HATS-56,HATS-56 b,Transit,2019,4.324799,191.33366,18.921,0.155,577.1,11.578,V (Johnson),10.251,6536,3.95,0.898,1.57,2.2,1.894
HATS-57,HATS-57 b,Transit,2019,2.350621,1000.21101,12.767,2.65,280,12.344,V (Johnson),10.707,5587,4.48,-0.094,1.03,0.96,2.5
HATS-58 A,HATS-58 A b,Transit,2019,4.2180896,327.3649,12.274,0.96,492,11.552,V (Johnson),10.289,7175,4.29,0.689,1.46,1.43,0.31
HATS-59,HATS-59 b,Transit,2018,5.416081,256.17098,12.621,0.7,654.88,13.951,V (Johnson),12.238,5670,4.42,-0.004,1.04,1.04,4.3
HATS-59,HATS-59 c,Radial Velocity,2018,1422,4036.441,12.3,11.9,654.88,13.951,V (Johnson),12.238,5670,4.42,-0.004,1.04,1.04,4.3
HATS-6,HATS-6 b,Transit,2015,3.3252725,101.38777,11.187,0.399,148.4,15.16,V (Johnson),11.224,3724,4.68,-1.1,0.57,0.57,8.1
HATS-60,HATS-60 b,Transit,2018,3.560829,210.40346,12.924,0.537,494.3,12.641,V (Johnson),10.988,5688,4.15,0.3,1.1,1.46,7.55
HATS-61,HATS-61 b,Transit,2018,7.817953,1080.622,13.395,2.47,694,13.233,V (Johnson),11.478,5542,4.03,0.369,1.08,1.66,8.9
HATS-62,HATS-62 b,Transit,2018,3.2768837,56.89157,11.825,0.076,516.8,14.015,V (Johnson),12.109,5416,4.45,-0.173,0.9,0.93,9.55
HATS-63,HATS-63 b,Transit,2018,3.0566527,305.1168,13.529,0.67,634.8,13.892,V (Johnson),12.216,5627,4.35,0.012,0.93,1.07,10.3
HATS-64,HATS-64 b,Transit,2018,4.908897,305.1168,18.82,0.245,1083,12.924,V (Johnson),11.705,6554,3.98,0.867,1.56,2.11,1.861
HATS-65,HATS-65 b,Transit,2018,3.105161,260.93843,16.825,0.3,495,12.497,V (Johnson),11.095,6277,4.3,0.377,1.26,1.31,1.78
HATS-66,HATS-66 b,Transit,2018,3.1414391,1694.0339,15.816,2.34,1538,14.095,V (Johnson),12.761,6626,4.06,0.767,1.41,1.84,2.17
HATS-67,HATS-67 b,Transit,2018,1.6091788,460.8535,18.887,0.374,982,13.653,V (Johnson),12.327,6594,4.28,0.547,1.44,1.44,0.51
