host_star_name,exoplanet_name,disc_year,earth_mass,earth_radii,solar_mass,solar_rad,dist_parsec,orbital_period
Kepler-1547,Kepler-1547 b,2016,0.666,0.9,1.12,1.18,665,0.69297968
Kepler-1548,Kepler-1548 b,2016,7.46,2.64,0.99,0.97,1150,124.828679
Kepler-1549,Kepler-1549 b,2016,7.13,2.57,0.88,0.84,792,214.886545
Kepler-155,Kepler-155 b,2014,5.02,2.09,0.72,0.62,295.99,5.931194
Kepler-155,Kepler-155 c,2014,5.65,2.24,0.72,0.62,295.99,52.661793
Kepler-1550,Kepler-1550 b,2016,9.38,3.02,1.07,1.11,1202,225.582809
Kepler-1551,Kepler-1551 b,2016,7.56,2.66,1.14,1.22,1560,24.4973698
Kepler-1552,Kepler-1552 b,2016,6.66,2.47,0.85,0.78,618,184.771853
Kepler-1553,Kepler-1553 b,2016,1.6,1.15,0.85,0.81,719,4.24261881
Kepler-1554,Kepler-1554 b,2016,8.75,2.9,0.84,0.81,982,198.088774
Kepler-1555,Kepler-1555 b,2016,3.22,1.61,1.04,1.06,1382,8.10501635
Kepler-1556,Kepler-1556 b,2016,4.5,1.96,0.97,0.95,1060,8.82713457
Kepler-1557,Kepler-1557 b,2016,2.96,1.53,1.11,1.17,1532,3.74032496
Kepler-1558,Kepler-1558 b,2016,0.244,0.68,0.83,0.79,343,3.50470358
Kepler-1559,Kepler-1559 b,2016,0.299,0.72,0.86,0.82,580,0.97191543
Kepler-156,Kepler-156 b,2014,5.9,2.3,0.84,0.81,449.22,4.973456
Kepler-156,Kepler-156 c,2014,7.04,2.55,0.84,0.81,449.22,15.906801
Kepler-1560,Kepler-1560 b,2016,0.64,0.89,1.02,1.02,529,3.03195744
Kepler-1561,Kepler-1561 b,2016,1.32,1.09,1.07,1.11,993,1.00520701
Kepler-1562,Kepler-1562 b,2016,12.3,3.55,1.02,1.05,1315,64.2737752
Kepler-1563,Kepler-1563 b,2016,0.347,0.75,1,0.99,547,3.43276598
Kepler-1564,Kepler-1564 b,2016,2.76,1.47,0.93,0.9,872,18.0540381
Kepler-1565,Kepler-1565 b,2016,1.81,1.19,0.76,0.73,657,1.53818844
Kepler-1566,Kepler-1566 b,2016,0.418,0.79,0.84,0.81,511,0.53991524
Kepler-1567,Kepler-1567 b,2016,7.9,2.73,0.95,0.93,1226,153.979578
Kepler-1568,Kepler-1568 b,2016,2.24,1.3,1.09,1.19,883,20.925392
Kepler-1569,Kepler-1569 b,2016,3.46,1.68,1.25,1.4,1050,5.79180156
Kepler-157,Kepler-157 b,2014,2.3,1.32,1.02,1.04,791.27,1.732342
Kepler-157,Kepler-157 c,2014,5.65,2.24,1.02,1.04,791.27,13.5405
Kepler-157,Kepler-157 d,2016,2.73,1.46,1.02,1.04,791.27,7.02573474
Kepler-1570,Kepler-1570 b,2016,1.24,1.07,0.92,0.89,463,26.548955
Kepler-1571,Kepler-1571 b,2016,2.92,1.52,1.23,1.39,802,3.38555488
Kepler-1572,Kepler-1572 b,2016,0.779,0.94,0.97,0.95,600,5.49548621
Kepler-1573,Kepler-1573 b,2016,1.87,1.2,1.01,1,1180,2.6157554
Kepler-1574,Kepler-1574 b,2016,2.21,1.29,1.06,1.08,1275,6.9424334
Kepler-1575,Kepler-1575 b,2016,2.27,1.31,0.95,0.92,1170,2.55314213
Kepler-1576,Kepler-1576 b,2016,1.12,1.04,1.05,1.06,539,6.98471973
Kepler-1577,Kepler-1577 b,2016,1.51,1.13,0.78,0.74,543,6.30560247
Kepler-1578,Kepler-1578 b,2016,1.12,1.04,0.9,0.86,1016,1.45088691
Kepler-1579,Kepler-1579 b,2016,0.52,0.84,0.75,0.7,466,0.84990789
Kepler-158,Kepler-158 b,2014,5.14,2.12,0.75,0.62,318.06,16.709184
Kepler-158,Kepler-158 c,2014,4.27,1.9,0.75,0.62,318.06,28.551383
Kepler-1580,Kepler-1580 b,2016,5.1,2.11,1.47,2.15,872,56.6449279
Kepler-1581,Kepler-1581 b,2016,0.437,0.8,1.12,1.23,443,6.28385491
Kepler-1582,Kepler-1582 b,2016,2.83,1.49,0.28,0.3,112,4.83817712
Kepler-1583,Kepler-1583 b,2016,0.156,0.6,0.94,0.91,357,9.32807355
Kepler-1584,Kepler-1584 b,2016,3.22,1.61,1.1,1.13,1325,13.3997099
Kepler-1585,Kepler-1585 b,2016,3.86,1.79,0.94,0.91,1269,3.5827463
Kepler-1586,Kepler-1586 b,2016,2.92,1.52,1.45,1.75,864,15.6049212
Kepler-1587,Kepler-1587 b,2016,2.33,1.33,1.08,1.22,907,9.4060467
Kepler-1588,Kepler-1588 b,2016,0.363,0.76,0.96,0.99,658,7.84931739
Kepler-1589,Kepler-1589 b,2016,1.32,1.09,1.18,1.25,1418,0.99166527
Kepler-159,Kepler-159 b,2014,6.26,2.38,0.76,0.66,377.79,10.139623
Kepler-159,Kepler-159 c,2014,11.5,3.41,0.76,0.66,377.79,43.595792
Kepler-1590,Kepler-1590 b,2016,1.55,1.14,1.11,1.16,900,7.61760804
Kepler-1591,Kepler-1591 b,2016,2.15,1.27,1.1,1.16,1090,8.18504949
Kepler-1592,Kepler-1592 b,2016,2.99,1.54,1.18,1.28,1349,3.05710069
Kepler-1593,Kepler-1593 b,2016,10.2,3.17,0.81,0.77,755,174.509835
Kepler-1594,Kepler-1594 b,2016,1.2,1.06,1.06,1.08,1100,2.71603809
Kepler-1595,Kepler-1595 b,2016,2.04,1.23,0.84,0.8,841,4.56380468
Kepler-1596,Kepler-1596 b,2016,4.27,1.9,0.95,0.92,1166,66.373379
Kepler-1597,Kepler-1597 b,2016,1.2,1.06,1.25,1.39,1255,2.94654179
Kepler-1598,Kepler-1598 b,2016,0.809,0.95,1.07,1.09,734,4.34195123
Kepler-1599,Kepler-1599 b,2016,3.26,1.62,0.99,0.99,1004,122.363553
Kepler-16,Kepler-16 b,2011,105.833,8.449,0.69,0.65,75.25,228.776
Kepler-160,Kepler-160 b,2014,2.99,1.54,0.97,0.88,962.92,4.309427
Kepler-160,Kepler-160 c,2014,12.7,3.61,0.97,0.88,962.92,13.699087
Kepler-1600,Kepler-1600 b,2016,9.96,3.13,0.86,0.82,992,386.370548
Kepler-1601,Kepler-1601 b,2016,0.477,0.82,1.04,1.07,660,2.20921951
Kepler-1602,Kepler-1602 b,2016,2.36,1.34,1.22,1.36,815,11.17931605
Kepler-1603,Kepler-1603 b,2016,2.21,1.29,1.21,1.31,1751,2.27163926
Kepler-1604,Kepler-1604 b,2016,2.57,1.41,0.81,0.76,562,0.68368426
Kepler-1605,Kepler-1605 b,2016,1.28,1.08,0.86,0.82,224,85.7565495
Kepler-1606,Kepler-1606 b,2016,4.94,2.07,0.9,0.86,880,196.435224
Kepler-1607,Kepler-1607 b,2016,0.721,0.92,1.14,1.21,735,13.6473676
Kepler-1608,Kepler-1608 b,2016,3.64,1.73,0.75,0.72,832,16.4735686
Kepler-1609,Kepler-1609 b,2016,5.56,2.22,1.18,1.27,1483,114.34219
Kepler-161,Kepler-161 b,2014,12.1,2.12,0.86,0.81,440.15,4.921355
Kepler-161,Kepler-161 c,2014,11.8,2.05,0.86,0.81,440.15,7.06424
Kepler-1610,Kepler-1610 b,2016,3.22,1.61,0.91,0.87,1063,8.70181574
Kepler-1611,Kepler-1611 b,2016,0.457,0.81,0.94,0.93,686,5.1762429
Kepler-1612,Kepler-1612 b,2016,1.08,1.03,0.96,0.94,837,3.91795101
Kepler-1613,Kepler-1613 b,2016,4.98,2.08,1.08,1.12,855,1.5184299
Kepler-1614,Kepler-1614 b,2016,2.83,1.49,0.79,0.76,982,3.9466141
Kepler-1615,Kepler-1615 b,2016,4.9,2.06,1.04,1.05,940,47.3126192
Kepler-1616,Kepler-1616 b,2016,1.04,1.02,1.21,1.34,862,6.76284377
Kepler-1617,Kepler-1617 b,2016,1.87,1.2,1.15,1.22,813,27.4785572
Kepler-1618,Kepler-1618 b,2016,2.13,1.26,1.41,1.65,1238,6.10826019
Kepler-1619,Kepler-1619 b,2016,0.363,0.76,1,1,520,23.6225913
Kepler-162,Kepler-162 b,2014,2.13,1.26,1.12,0.96,877.01,6.919798
Kepler-162,Kepler-162 c,2014,9.43,3.03,1.12,0.96,877.01,19.446355
Kepler-1620,Kepler-1620 b,2016,3.22,1.61,1.15,1.23,773,101.951829
Kepler-1621,Kepler-1621 b,2016,5.31,2.16,1.15,1.24,1461,92.263714
Kepler-1622,Kepler-1622 b,2016,2.76,1.47,1.31,1.5,927,10.8118737
Kepler-1623,Kepler-1623 b,2016,2.27,1.31,1,1,986,4.36128348
Kepler-1624,Kepler-1624 b,2016,27.6,5.7,0.5,0.47,199,3.29030452
Kepler-1625,Kepler-1625 b,2016,30.6,6.06,0.96,0.94,1213,287.378949
Kepler-1626,Kepler-1626 b,2016,4.74,2.02,1.51,1.85,1718,4.13962966
Kepler-1627,Kepler-1627 b,2016,13.2,3.69,0.87,0.84,311,7.20283653
Kepler-1628,Kepler-1628 b,2016,33.8,6.43,0.55,0.52,352,76.378033
Kepler-1629,Kepler-1629 b,2016,0.381,0.77,1.01,1.01,390,3.87595807
Kepler-163,Kepler-163 b,2014,1.16,1.05,0.98,0.92,703.69,7.810937
Kepler-163,Kepler-163 c,2014,5.73,2.26,0.98,0.92,703.69,21.347262
Kepler-1630,Kepler-1630 b,2016,5.43,2.19,0.66,0.63,278,509.997402
Kepler-1631,Kepler-1631 b,2016,2.39,1.35,0.97,0.95,1190,4.09513932
Kepler-1632,Kepler-1632 b,2016,6.66,2.47,1.12,1.19,584,448.303558
Kepler-1633,Kepler-1633 b,2016,3.12,1.58,1.2,1.32,811,186.404271
Kepler-1634,Kepler-1634 b,2016,10.3,3.19,0.92,0.89,654,374.876239
Kepler-1635,Kepler-1635 b,2016,12.9,3.64,0.89,0.85,1084,469.63111
Kepler-1636,Kepler-1636 b,2016,10.5,3.23,1.01,1.02,1567,425.47785
Kepler-1637,Kepler-1637 b,2016,0.64,0.89,1.02,1.02,506,6.10960324
Kepler-1638,Kepler-1638 b,2016,4.16,1.87,0.97,0.95,879,259.33683
Kepler-1639,Kepler-1639 b,2016,7.18,2.58,1.12,1.18,1168,9.878482
Kepler-164,Kepler-164 b,2014,2.57,1.41,1.09,1.15,914.18,5.03503
Kepler-164,Kepler-164 c,2014,7.9,2.73,1.09,1.15,914.18,10.945723
Kepler-164,Kepler-164 d,2014,6.57,2.45,1.09,1.15,914.18,28.986769
Kepler-1640,Kepler-1640 b,2016,20.7,4.82,1.27,1.43,1379,7.5844126
Kepler-1641,Kepler-1641 b,2016,9.85,3.11,1.12,1.19,961,19.672266
Kepler-1641,Kepler-1641 c,2016,9.01,2.95,1.12,1.19,961,32.657212
Kepler-1642,Kepler-1642 b,2016,10.3,3.2,0.88,0.84,447,12.2057513
Kepler-1642,Kepler-1642 c,2016,7.56,2.66,0.88,0.84,447,6.6513802
Kepler-1643,Kepler-1643 b,2016,5.9,2.3,0.92,0.88,414,5.34264507
Kepler-1644,Kepler-1644 b,2016,4.19,1.88,0.89,0.86,592,21.0907758
Kepler-1645,Kepler-1645 b,2016,3.82,1.78,1.02,1.02,844,16.1779561
Kepler-1646,Kepler-1646 b,2016,2.04,1.23,0.24,0.26,81,4.48558383
Kepler-1647,Kepler-1647 b,2016,483,11.874,1.22,1.79,1256,1107.5923
Kepler-1649,Kepler-1649 b,2017,1.28,1.08,0.22,0.25,92.43,8.68909
Kepler-165,Kepler-165 b,2014,5.99,2.32,0.8,0.77,570.07,8.180848
Kepler-165,Kepler-165 c,2014,5.6,2.23,0.8,0.77,570.07,15.31299
Kepler-1650,Kepler-1650 b,2017,0.84,0.96,0.33,0.33,120.5,1.53818001
Kepler-1651,Kepler-1651 b,2017,4.04,1.84,0.52,0.5,69.4,9.87863917
Kepler-1652,Kepler-1652 b,2017,3.19,1.6,0.4,0.38,252,38.09722
Kepler-1653,Kepler-1653 b,2017,5.35,2.17,0.72,0.69,755,140.2524
Kepler-1654,Kepler-1654 b,2018,158.915,9.18,1.01,1.18,577.6,1047.8356
Kepler-1655,Kepler-1655 b,2018,5,2.213,1.03,1.03,214.58,11.8728787
Kepler-1656,Kepler-1656 b,2018,48.6,5.02,1.03,1.1,186.88,31.578659
Kepler-1658,Kepler-1658 b,2019,1868.8404,11.994,1.45,2.89,806.07,3.84937278
Kepler-166,Kepler-166 b,2014,5.77,2.27,0.88,0.74,614.16,7.650254
Kepler-166,Kepler-166 c,2014,6.26,2.38,0.88,0.74,614.16,34.260281
Kepler-166,Kepler-166 d,2016,3.64,1.73,0.88,0.74,614.16,1.55400393
Kepler-167,Kepler-167 b,2014,3.24,1.615,0.77,0.73,330,4.3931632
Kepler-167,Kepler-167 c,2014,3.01,1.548,0.77,0.73,330,7.406114
Kepler-167,Kepler-167 d,2016,1.83,1.194,0.77,0.73,330,21.803855
Kepler-167,Kepler-167 e,2016,73.4,10.15,0.77,0.73,330,1071.23228
Kepler-168,Kepler-168 b,2014,2.73,1.46,1.3,1.11,1396,4.425391
Kepler-168,Kepler-168 c,2014,7.7,2.69,1.3,1.11,1396,13.193242
Kepler-169,Kepler-169 b,2014,1.51,1.13,0.84,0.76,411.34,3.250619
Kepler-169,Kepler-169 c,2014,1.92,1.21,0.84,0.76,411.34,6.195469
Kepler-169,Kepler-169 d,2014,2.1,1.25,0.84,0.76,411.34,8.348125
Kepler-169,Kepler-169 e,2014,5.48,2.2,0.84,0.76,411.34,13.767102
Kepler-169,Kepler-169 f,2014,7.18,2.58,0.84,0.76,411.34,87.090195
Kepler-17,Kepler-17 b,2011,778.65,14.68,1.16,1.05,800,1.4857108
Kepler-170,Kepler-170 b,2014,82.6,3.2,1.03,1.03,754.64,7.930592
Kepler-170,Kepler-170 c,2014,8.55,2.86,1.03,1.03,754.64,16.665863
Kepler-171,Kepler-171 b,2014,6.08,2.34,1.07,0.84,885.43,4.166972
Kepler-171,Kepler-171 c,2014,7.08,2.56,1.07,0.84,885.43,11.463462
Kepler-171,Kepler-171 d,2014,4.23,1.89,1.07,0.84,885.43,39.595519
Kepler-172,Kepler-172 b,2014,6.12,2.35,1,1.08,848.56,2.940309
Kepler-172,Kepler-172 c,2014,8.55,2.86,1,1.08,848.56,6.388996
Kepler-172,Kepler-172 d,2014,5.69,2.25,1,1.08,848.56,14.627119
Kepler-172,Kepler-172 e,2014,8.05,2.76,1,1.08,848.56,35.118736
Kepler-173,Kepler-173 b,2014,2.21,1.29,1.04,0.95,853.39,4.263742
Kepler-173,Kepler-173 c,2014,6.48,2.43,1.04,0.95,853.39,8.005777
Kepler-174,Kepler-174 b,2014,4.5,1.96,0.71,0.62,389.07,13.98179
Kepler-174,Kepler-174 c,2014,2.83,1.49,0.71,0.62,389.07,44.000529
Kepler-174,Kepler-174 d,2014,5.43,2.19,0.71,0.62,389.07,247.35373
Kepler-175,Kepler-175 b,2014,7.08,2.56,1.12,1.01,1363.39,11.903515
Kepler-175,Kepler-175 c,2014,9.8,3.1,1.12,1.01,1363.39,34.035257
Kepler-176,Kepler-176 b,2014,2.63,1.43,0.87,0.89,535.4,5.433074
Kepler-176,Kepler-176 c,2014,23,2.6,0.87,0.89,535.4,12.759712
Kepler-176,Kepler-176 d,2014,15.2,2.51,0.87,0.89,535.4,25.751974
Kepler-176,Kepler-176 e,2016,2.7,1.45,0.87,0.89,535.4,51.16579
Kepler-177,Kepler-177 b,2013,2,2.9,1,1.05,1497.42,36.855
Kepler-177,Kepler-177 c,2013,7.5,7.1,1,1.05,1497.42,49.412
Kepler-178,Kepler-178 b,2014,8.75,2.9,0.94,1.07,731.04,9.576694
Kepler-178,Kepler-178 c,2014,8.65,2.88,0.94,1.07,731.04,20.552802
Kepler-178,Kepler-178 d,2014,14.8,3.95,0.94,1.07,731.04,96.678988
Kepler-179,Kepler-179 b,2014,3.33,1.64,0.91,0.76,616.39,2.735926
Kepler-179,Kepler-179 c,2014,4.66,2,0.91,0.76,616.39,6.40013
Kepler-18,Kepler-18 b,2011,6.9,2,0.97,1.11,438.51,3.504725
Kepler-18,Kepler-18 c,2011,17.3,5.49,0.97,1.11,438.51,7.64159
Kepler-18,Kepler-18 d,2011,16.4,6.98,0.97,1.11,438.51,14.85888
Kepler-180,Kepler-180 b,2014,2.86,1.5,0.95,1.06,709.83,13.817124
Kepler-180,Kepler-180 c,2014,9.32,3.01,0.95,1.06,709.83,41.885775
Kepler-181,Kepler-181 b,2014,2.15,1.27,0.88,0.75,620.09,3.137873
Kepler-181,Kepler-181 c,2014,4.62,1.99,0.88,0.75,620.09,4.302149
Kepler-182,Kepler-182 b,2014,7.18,2.58,1.16,1.15,1621.79,9.825792
Kepler-182,Kepler-182 c,2014,11.6,3.43,1.16,1.15,1621.79,20.684342
Kepler-183,Kepler-183 b,2014,4.9,2.06,1,0.96,1082.6,5.687945
Kepler-183,Kepler-183 c,2014,35.7,2.27,1,0.96,1082.6,11.637071
Kepler-184,Kepler-184 b,2014,6.17,2.36,0.97,0.87,621.24,10.687576
Kepler-184,Kepler-184 c,2014,8.8,1.97,0.97,0.87,621.24,20.303005
Kepler-184,Kepler-184 d,2014,6.76,2.49,0.97,0.87,621.24,29.022358
Kepler-185,Kepler-185 b,2014,1.71,1.17,0.82,0.81,473.07,1.6329
Kepler-185,Kepler-185 c,2014,4.74,2.02,0.82,0.81,473.07,20.729042
Kepler-186,Kepler-186 b,2014,1.24,1.07,0.54,0.52,172,3.8867907
Kepler-186,Kepler-186 c,2014,2.1,1.25,0.54,0.52,172,7.267302
Kepler-186,Kepler-186 d,2014,2.54,1.4,0.54,0.52,172,13.342996
Kepler-186,Kepler-186 e,2014,2.15,1.27,0.54,0.52,172,22.407704
Kepler-186,Kepler-186 f,2014,1.71,1.17,0.54,0.52,172,129.9441
Kepler-187,Kepler-187 b,2014,2.57,1.41,1.11,1.29,1180.86,4.938864
Kepler-187,Kepler-187 c,2014,7.61,2.67,1.11,1.29,1180.86,10.640263
Kepler-188,Kepler-188 b,2014,3.46,1.68,0.98,1.14,996.09,2.061897
Kepler-188,Kepler-188 c,2014,10.3,3.19,0.98,1.14,996.09,5.996553
Kepler-189,Kepler-189 b,2014,1.92,1.21,0.83,0.75,601.75,10.399931
Kepler-189,Kepler-189 c,2014,22.7,2.38,0.83,0.75,601.75,20.134866
Kepler-19,Kepler-19 b,2011,8.4,2.209,0.94,0.86,219.95,9.28716
Kepler-19,Kepler-19 c,2011,13.1,3.68,0.94,0.86,219.95,28.731
Kepler-19,Kepler-19 d,2017,22.5,5.06,0.94,0.86,219.95,62.95
Kepler-190,Kepler-190 b,2014,3.05,1.56,0.86,0.8,438.88,2.019999
Kepler-190,Kepler-190 c,2014,2.73,1.46,0.86,0.8,438.88,3.763024
Kepler-191,Kepler-191 b,2014,2.36,1.34,0.84,0.79,604.75,9.939632
Kepler-191,Kepler-191 c,2014,4.12,1.86,0.84,0.79,604.75,17.738506
Kepler-191,Kepler-191 d,2016,5.82,2.28,0.84,0.79,604.75,5.94504102
Kepler-192,Kepler-192 b,2014,7.95,2.74,0.94,1.01,664.14,9.926746
Kepler-192,Kepler-192 c,2014,8.2,2.79,0.94,1.01,664.14,21.2234
Kepler-192,Kepler-192 d,2016,1.04,1.02,0.94,1.01,664.14,6.47027579
Kepler-193,Kepler-193 b,2014,6.3,2.39,1.14,1.15,1038.87,11.38848
Kepler-193,Kepler-193 c,2014,8,2.75,1.14,1.15,1038.87,50.697494
Kepler-194,Kepler-194 b,2014,2.89,1.51,1.09,1.02,1133.48,2.092281
Kepler-194,Kepler-194 c,2014,7.22,2.59,1.09,1.02,1133.48,17.308032
Kepler-194,Kepler-194 d,2014,6.35,2.4,1.09,1.02,1133.48,52.814973
Kepler-195,Kepler-195 b,2014,4.78,2.03,0.83,0.78,664.47,8.307872
Kepler-195,Kepler-195 c,2014,3.02,1.55,0.83,0.78,664.47,34.096863
Kepler-196,Kepler-196 b,2014,4.27,1.9,0.85,0.78,457.26,20.739886
Kepler-196,Kepler-196 c,2014,5.65,2.24,0.85,0.78,457.26,47.427737
Kepler-197,Kepler-197 b,2014,1.04,1.02,1.01,1.12,333.75,5.599308
Kepler-197,Kepler-197 c,2014,5.3,1.23,1.01,1.12,333.75,10.349695
Kepler-197,Kepler-197 d,2014,1.98,1.22,1.01,1.12,333.75,15.677563
Kepler-197,Kepler-197 e,2014,0.693,0.91,1.01,1.12,333.75,25.209715
Kepler-198,Kepler-198 b,2014,8.35,2.82,0.97,0.94,502.52,17.790037
Kepler-198,Kepler-198 c,2014,6.66,2.47,0.97,0.94,502.52,49.567416
Kepler-198,Kepler-198 d,2016,2.96,1.53,0.97,0.94,502.52,1.31184443
Kepler-199,Kepler-199 b,2014,9.85,3.11,0.96,0.97,528.99,23.637604
Kepler-199,Kepler-199 c,2014,10.6,3.25,0.96,0.97,528.99,67.093408
Kepler-20,Kepler-20 b,2011,9.7,1.868,0.95,0.96,284.88,3.69611525
Kepler-20,Kepler-20 c,2011,12.75,3.047,0.95,0.96,284.88,10.85409089
Kepler-20,Kepler-20 d,2011,10.07,2.744,0.95,0.96,284.88,77.61130017
Kepler-20,Kepler-20 e,2011,3.08,0.865,0.95,0.96,284.88,6.09852281
Kepler-20,Kepler-20 f,2011,14.3,1.003,0.95,0.96,284.88,19.57758478
Kepler-20,Kepler-20 g,2016,19.96,4.71,0.95,0.96,284.88,34.94
Kepler-200,Kepler-200 b,2014,5.18,2.13,0.98,0.94,678.93,8.594805
Kepler-200,Kepler-200 c,2014,3.15,1.59,0.98,0.94,678.93,10.222157
Kepler-201,Kepler-201 b,2014,6.62,2.46,1.18,1.23,648.18,25.672083
Kepler-201,Kepler-201 c,2014,8.5,2.85,1.18,1.23,648.18,151.884058
Kepler-202,Kepler-202 b,2014,3.29,1.63,0.78,0.67,287.48,4.069427
Kepler-202,Kepler-202 c,2014,4.08,1.85,0.78,0.67,287.48,16.282493
Kepler-203,Kepler-203 b,2014,7.13,2.57,1,1.11,717.73,3.162697
Kepler-203,Kepler-203 c,2014,749.9,2.47,1,1.11,717.73,5.370647
Kepler-203,Kepler-203 d,2014,33.9,1.44,1,1.11,717.73,11.32972
Kepler-204,Kepler-204 b,2014,6.94,2.53,1.03,1.24,700.59,14.400974
Kepler-204,Kepler-204 c,2014,3.86,1.79,1.03,1.24,700.59,25.660593
Kepler-205,Kepler-205 b,2014,2.89,1.51,0.6,0.55,160.46,2.75564
Kepler-205,Kepler-205 c,2014,3.33,1.64,0.6,0.55,160.46,20.306546
Kepler-206,Kepler-206 b,2014,1.87,1.2,1.05,1.19,604.81,7.781987
Kepler-206,Kepler-206 c,2014,3.78,1.77,1.05,1.19,604.81,13.137471
Kepler-206,Kepler-206 d,2014,1.81,1.19,1.05,1.19,604.81,23.44281
Kepler-207,Kepler-207 b,2014,3.09,1.57,1.2,1.59,898.2,1.611865
Kepler-207,Kepler-207 c,2014,2.86,1.5,1.2,1.59,898.2,3.071571
Kepler-207,Kepler-207 d,2014,11,3.31,1.2,1.59,898.2,5.868075
Kepler-208,Kepler-208 b,2014,3.29,1.63,1.16,1.31,793.01,4.22864
Kepler-208,Kepler-208 c,2014,2.51,1.39,1.16,1.31,793.01,7.466623
Kepler-208,Kepler-208 d,2014,1.87,1.2,1.16,1.31,793.01,11.131786
Kepler-208,Kepler-208 e,2014,2.79,1.48,1.16,1.31,793.01,16.259458
Kepler-209,Kepler-209 b,2014,5.73,2.26,0.95,0.94,586.68,16.087845
Kepler-209,Kepler-209 c,2014,9.8,3.1,0.95,0.94,586.68,41.749882
Kepler-21,Kepler-21 b,2012,5.08,1.639,1.41,1.9,108.86,2.78578
Kepler-210,Kepler-210 b,2014,8.96,2.94,0.77,0.65,234.33,2.453234
Kepler-210,Kepler-210 c,2014,12.8,3.62,0.77,0.65,234.33,7.972513
Kepler-211,Kepler-211 b,2014,2.13,1.26,0.9,0.82,312.14,4.138575
Kepler-211,Kepler-211 c,2014,18.3,1.29,0.9,0.82,312.14,6.04045
Kepler-212,Kepler-212 b,2014,1.32,1.09,1.09,1.46,701.04,16.257582
Kepler-212,Kepler-212 c,2014,7.95,2.74,1.09,1.46,701.04,31.805174
Kepler-213,Kepler-213 b,2014,3.26,1.62,1.07,1.2,646.74,2.46236
Kepler-213,Kepler-213 c,2014,6.08,2.34,1.07,1.2,646.74,4.822962
Kepler-214,Kepler-214 b,2014,7.32,2.61,1.11,1.35,1252.07,15.660544
Kepler-214,Kepler-214 c,2014,5.18,2.13,1.11,1.35,1252.07,28.7798
Kepler-215,Kepler-215 b,2014,3.26,1.62,0.94,1.03,492.9,9.360672
Kepler-215,Kepler-215 c,2014,3.78,1.77,0.94,1.03,492.9,14.667108
Kepler-215,Kepler-215 d,2014,23.6,2.39,0.94,1.03,492.9,30.864423
Kepler-215,Kepler-215 e,2014,3.71,1.75,0.94,1.03,492.9,68.16101
Kepler-216,Kepler-216 b,2014,6.12,2.35,1.11,1.26,1229.44,7.693641
Kepler-216,Kepler-216 c,2014,9.48,3.04,1.11,1.26,1229.44,17.406669
Kepler-217,Kepler-217 b,2014,5.6,2.23,1.37,1.8,1140.95,5.374943
Kepler-217,Kepler-217 c,2014,4.08,1.85,1.37,1.8,1140.95,8.586004
Kepler-217,Kepler-217 d,2016,2.3,1.32,1.37,1.8,1140.95,3.88689525
Kepler-218,Kepler-218 b,2014,2.79,1.48,1.01,1.06,669.02,3.619337
Kepler-218,Kepler-218 c,2014,10,3.14,1.01,1.06,669.02,44.699576
Kepler-218,Kepler-218 d,2016,7.56,2.66,1.01,1.06,669.02,124.5244647
Kepler-219,Kepler-219 b,2014,9.01,2.95,1.16,1.49,805.3,4.585512
Kepler-219,Kepler-219 c,2014,12.5,3.58,1.16,1.49,805.3,22.714613
Kepler-219,Kepler-219 d,2014,19.1,2.81,1.16,1.49,805.3,47.903645
Kepler-22,Kepler-22 b,2011,36,2.38,0.97,0.98,190,289.8623
Kepler-220,Kepler-220 b,2014,0.457,0.81,0.65,0.67,171.96,4.159807
Kepler-220,Kepler-220 c,2014,3.09,1.57,0.65,0.67,171.96,9.034199
Kepler-220,Kepler-220 d,2014,0.904,0.98,0.65,0.67,171.96,28.122397
Kepler-220,Kepler-220 e,2014,2.33,1.33,0.65,0.67,171.96,45.902733
Kepler-221,Kepler-221 b,2014,3.57,1.71,0.87,0.82,389.55,2.795906
Kepler-221,Kepler-221 c,2014,15.1,2.93,0.87,0.82,389.55,5.690586
Kepler-221,Kepler-221 d,2014,7.9,2.73,0.87,0.82,389.55,10.04156
Kepler-221,Kepler-221 e,2014,7.41,2.63,0.87,0.82,389.55,18.369917
Kepler-222,Kepler-222 b,2014,10.1,3.16,0.88,0.87,775.61,3.936981
Kepler-222,Kepler-222 c,2014,19.4,4.64,0.88,0.87,775.61,10.08881
Kepler-222,Kepler-222 d,2014,13.2,3.69,0.88,0.87,775.61,28.081912
Kepler-223,Kepler-223 b,2014,7.4,2.99,1.12,1.72,1960.49,7.38449
Kepler-223,Kepler-223 c,2014,5.1,3.44,1.12,1.72,1960.49,9.84564
Kepler-223,Kepler-223 d,2014,8,5.24,1.12,1.72,1960.49,14.78869
Kepler-223,Kepler-223 e,2014,4.8,4.6,1.12,1.72,1960.49,19.72567
Kepler-224,Kepler-224 b,2014,2.51,1.39,0.78,0.68,799.75,3.132924
Kepler-224,Kepler-224 c,2014,9.91,3.12,0.78,0.68,799.75,5.925003
Kepler-224,Kepler-224 d,2014,5.9,2.3,0.78,0.68,799.75,11.349393
Kepler-224,Kepler-224 e,2014,4.54,1.97,0.78,0.68,799.75,18.643577
Kepler-225,Kepler-225 b,2014,1.87,1.2,0.66,0.48,569.99,6.738975
Kepler-225,Kepler-225 c,2014,4.04,1.84,0.66,0.48,569.99,18.794234
