host_star_name,exoplanet_name,disc_year,earth_mass,earth_radii,solar_mass,solar_rad,dist_parsec,orbital_period
Kepler-638,Kepler-638 b,2016,4.01,1.83,0.88,0.93,426,6.07972888
Kepler-639,Kepler-639 b,2016,6.26,2.38,1.14,1.29,680,10.21420496
Kepler-640,Kepler-640 b,2016,7.08,2.56,1.01,0.94,538,22.24813967
Kepler-641,Kepler-641 b,2016,4.08,1.85,1.02,1.13,673,9.48961571
Kepler-642,Kepler-642 b,2016,8.75,2.9,1.4,1.66,1022,4.41745855
Kepler-643,Kepler-643 b,2016,321.0083,10.16,1,2.52,1029,16.33889626
Kepler-644,Kepler-644 b,2016,10.1,3.15,1.49,1.81,1413,3.1739171
Kepler-645,Kepler-645 b,2016,5.06,2.1,1.13,1.21,901,3.27582262
Kepler-646,Kepler-646 b,2016,4.62,1.99,0.93,0.91,513,15.87364565
Kepler-647,Kepler-647 b,2016,1.71,1.17,1.03,1.07,789,16.2254649
Kepler-648,Kepler-648 b,2016,10.5,3.22,1.05,0.98,665,17.4211749
Kepler-649,Kepler-649 b,2016,5.73,2.26,0.97,0.94,525,29.90722674
Kepler-65,Kepler-65 b,2012,2.4,1.42,1.25,1.41,306.39,2.15491
Kepler-65,Kepler-65 c,2012,5.4,2.58,1.25,1.41,306.39,5.859944
Kepler-65,Kepler-65 d,2012,4.14,1.52,1.25,1.41,306.39,8.13123
Kepler-65,Kepler-65 e,2019,260,13.9,1.25,1.41,306.39,258.8
Kepler-650,Kepler-650 b,2016,9.06,2.96,1.08,1.35,805,3.03214559
Kepler-651,Kepler-651 b,2016,6.21,2.37,0.92,0.87,537,21.38521506
Kepler-652,Kepler-652 b,2016,6.76,2.49,0.97,0.88,423,4.18200253
Kepler-653,Kepler-653 b,2016,4.46,1.95,1.02,1.19,593,14.70748976
Kepler-653,Kepler-653 c,2016,0.399,0.78,1.02,1.19,593,0.90037648
Kepler-654,Kepler-654 b,2016,4.94,2.07,1.04,1.11,661,13.72465129
Kepler-655,Kepler-655 b,2016,7.8,2.71,1.15,1.24,783,46.4063358
Kepler-656,Kepler-656 b,2016,9.91,3.12,0.86,0.82,867,1.26025909
Kepler-657,Kepler-657 b,2016,12.2,3.52,1.01,1.01,1244,24.54350418
Kepler-658,Kepler-658 b,2016,3.29,1.63,0.63,0.6,341,1.28707676
Kepler-659,Kepler-659 b,2016,6.8,2.5,0.79,0.74,688,17.671796
Kepler-66,Kepler-66 b,2013,8.25,2.8,1.04,0.97,1107,17.815815
Kepler-660,Kepler-660 b,2016,7.13,2.57,0.75,0.71,564,9.27358194
Kepler-661,Kepler-661 b,2016,9.64,3.07,0.7,0.67,558,6.02930132
Kepler-662,Kepler-662 b,2016,5.39,2.18,0.79,0.74,641,21.67697486
Kepler-663,Kepler-663 b,2016,7.27,2.6,0.86,0.82,1030,4.99678284
Kepler-664,Kepler-664 b,2016,7.56,2.66,1.01,1.02,1386,2.52559332
Kepler-665,Kepler-665 b,2016,7.27,2.6,0.79,0.74,651,16.01310205
Kepler-666,Kepler-666 b,2016,6.35,2.4,1.03,1.05,1330,4.49876092
Kepler-667,Kepler-667 b,2016,20.1,4.73,0.91,0.87,907,41.43962808
Kepler-668,Kepler-668 b,2016,7.75,2.7,0.87,0.82,877,8.35390639
Kepler-669,Kepler-669 b,2016,20.8,4.83,1.15,1.2,1778,4.12554687
Kepler-67,Kepler-67 b,2013,8.96,2.94,0.86,0.78,1107,15.7259
Kepler-670,Kepler-670 b,2016,,13.18,0.99,0.99,980,2.81650485
Kepler-671,Kepler-671 b,2016,7.7,2.69,0.97,0.95,1139,4.28095859
Kepler-672,Kepler-672 b,2016,6.8,2.5,0.95,0.92,1011,38.3774623
Kepler-673,Kepler-673 b,2016,34.8,6.54,0.88,0.84,978,3.72873109
Kepler-674,Kepler-674 b,2016,3.5,1.69,0.6,0.57,302,2.24338185
Kepler-675,Kepler-675 b,2016,6.53,2.44,0.79,0.75,651,2.33743801
Kepler-676,Kepler-676 b,2016,9.48,3.04,0.51,0.49,243,11.59822172
Kepler-677,Kepler-677 b,2016,25,5.38,1,0.99,1180,6.57531678
Kepler-678,Kepler-678 b,2016,23.1,5.14,0.94,0.91,875,7.27503724
Kepler-679,Kepler-679 b,2016,9.32,3.01,0.87,0.84,968,12.39358604
Kepler-68,Kepler-68 b,2013,7.65,2.354,1.08,1.24,144.77,5.3988
Kepler-68,Kepler-68 c,2013,2.04,1,1.08,1.24,144.77,9.6051
Kepler-68,Kepler-68 d,2013,267,13.9,1.08,1.24,144.77,634.6
Kepler-680,Kepler-680 b,2016,6.44,2.42,1.08,1.11,1342,3.68992629
Kepler-681,Kepler-681 b,2016,9.69,3.08,0.8,0.76,666,26.39435646
Kepler-682,Kepler-682 b,2016,42.6,7.37,0.92,0.89,951,12.61190667
Kepler-683,Kepler-683 b,2016,4.54,1.97,0.96,0.95,976,2.53918318
Kepler-684,Kepler-684 b,2016,11.2,3.36,0.89,0.86,1066,6.77030201
Kepler-685,Kepler-685 b,2016,78.8,10.58,1.11,1.16,1145,1.6255222
Kepler-686,Kepler-686 b,2016,,12.15,0.94,0.92,1203,1.59474546
Kepler-687,Kepler-687 b,2016,12.2,3.52,0.77,0.73,628,20.50586978
Kepler-688,Kepler-688 b,2016,68.7,9.76,0.98,0.96,1247,3.89593684
Kepler-689,Kepler-689 b,2016,8.7,2.89,0.91,0.88,1044,22.36656079
Kepler-69,Kepler-69 b,2013,5.65,2.24,0.81,0.93,746.33,13.722341
Kepler-69,Kepler-69 c,2013,3.57,1.71,0.81,0.93,746.33,242.4613
Kepler-690,Kepler-690 b,2016,29.6,5.95,1.11,1.16,1653,7.74809437
Kepler-691,Kepler-691 b,2016,5.02,2.09,0.53,0.5,239,8.114379
Kepler-692,Kepler-692 b,2016,9.85,3.11,0.9,0.86,1000,21.81293494
Kepler-693,Kepler-693 b,2016,73.8,10.18,0.76,0.72,1002,15.37563332
Kepler-694,Kepler-694 b,2016,8.25,2.8,0.97,0.95,1023,6.36584161
Kepler-695,Kepler-695 b,2016,62.3,9.21,0.84,0.8,620,3.04033042
Kepler-696,Kepler-696 b,2016,31.3,6.14,1.06,1.08,1285,4.19042557
Kepler-697,Kepler-697 b,2016,16,4.13,0.92,0.88,1091,3.70987065
Kepler-698,Kepler-698 b,2016,13.1,3.68,0.94,0.91,1135,16.32976218
Kepler-699,Kepler-699 b,2016,,14.11,0.81,0.78,888,27.80756293
Kepler-7,Kepler-7 b,2009,140.16303,18.181,1.36,1.97,947.46,4.8854892
Kepler-700,Kepler-700 b,2016,30,5.99,0.98,0.96,1061,80.8720639
Kepler-701,Kepler-701 b,2016,8.45,2.84,0.88,0.84,755,10.35533177
Kepler-702,Kepler-702 b,2016,61.8,9.17,0.9,0.86,892,10.52629406
Kepler-703,Kepler-703 b,2016,51.1,8.2,1.18,1.27,1482,4.58352176
Kepler-704,Kepler-704 b,2016,7.32,2.61,0.97,0.96,1054,3.76182115
Kepler-705,Kepler-705 b,2016,5.1,2.11,0.53,0.51,251,56.0560538
Kepler-706,Kepler-706 b,2016,,13.17,0.87,0.84,810,41.40831347
Kepler-707,Kepler-707 b,2016,2.33,1.33,0.8,0.76,626,2.23749275
Kepler-708,Kepler-708 b,2016,8.91,2.93,0.97,0.96,1241,3.16789194
Kepler-709,Kepler-709 b,2016,8.85,2.92,0.8,0.77,668,16.08524954
Kepler-710,Kepler-710 b,2016,4.19,1.88,0.94,0.91,919,4.34728553
Kepler-711,Kepler-711 b,2016,11.5,3.41,0.84,0.8,664,23.58914398
Kepler-712,Kepler-712 b,2016,11.5,3.41,0.84,0.78,944,21.02247699
Kepler-712,Kepler-712 c,2016,21,4.85,0.84,0.78,944,226.89047
Kepler-713,Kepler-713 b,2016,6.71,2.48,0.98,0.99,1003,7.411141
Kepler-714,Kepler-714 b,2016,67.6,9.67,1.09,1.12,1460,8.09888799
Kepler-715,Kepler-715 b,2016,13.5,3.75,1.04,1.04,1214,10.00652995
Kepler-716,Kepler-716 b,2016,8.75,2.9,0.83,0.78,675,10.37168453
Kepler-717,Kepler-717 b,2016,6.44,2.42,0.88,0.85,1126,4.40840023
Kepler-718,Kepler-718 b,2016,41600,16.56,1.18,1.3,1520,2.0523499
Kepler-719,Kepler-719 b,2016,54.5,8.52,0.99,0.98,1427,5.00731778
Kepler-720,Kepler-720 b,2016,53.4,8.41,0.95,0.92,880,4.70832654
Kepler-721,Kepler-721 b,2016,7.46,2.64,0.82,0.78,848,5.39202539
Kepler-722,Kepler-722 b,2016,7.41,2.63,1.03,1.05,1375,4.09357325
Kepler-722,Kepler-722 c,2016,8.35,2.82,1.03,1.05,1375,105.144749
Kepler-723,Kepler-723 b,2016,,12.19,0.92,0.89,965,4.08227507
Kepler-724,Kepler-724 b,2016,10.8,3.29,0.9,0.86,862,3.31494634
Kepler-725,Kepler-725 b,2016,79.4,10.63,0.88,0.84,778,39.64317811
Kepler-726,Kepler-726 b,2016,10.7,3.26,0.88,0.85,838,21.80451088
Kepler-727,Kepler-727 b,2016,6.94,2.53,0.89,0.86,892,5.15448442
Kepler-728,Kepler-728 b,2016,11.1,3.34,0.95,0.93,1236,5.74347727
Kepler-729,Kepler-729 b,2016,12.5,3.58,0.94,0.91,1271,3.16635371
Kepler-730,Kepler-730 b,2016,,12.33,1.05,1.41,2020.2,6.49168281
Kepler-730,Kepler-730 c,2018,3.09,1.569,1.05,1.41,2020.2,2.85188338
Kepler-731,Kepler-731 b,2016,,13.88,1.03,1.06,1311,3.85560355
Kepler-732,Kepler-732 b,2016,5.39,2.18,0.49,0.46,150,9.46781405
Kepler-732,Kepler-732 c,2016,2.15,1.27,0.49,0.46,150,0.89304124
Kepler-733,Kepler-733 b,2016,8.35,2.82,0.9,0.86,980,20.83424726
Kepler-734,Kepler-734 b,2016,12.4,3.56,0.85,0.78,553,6.10485286
Kepler-735,Kepler-735 b,2016,9.01,2.95,0.85,0.8,790,11.51516988
Kepler-736,Kepler-736 b,2016,8.91,2.93,0.86,0.81,1007,3.60147201
Kepler-737,Kepler-737 b,2016,4.5,1.96,0.51,0.48,195,28.59915399
Kepler-738,Kepler-738 b,2016,6.8,2.5,0.86,0.82,992,24.58721573
Kepler-739,Kepler-739 b,2016,11,3.32,0.93,0.9,1128,12.53248465
Kepler-74,Kepler-74 b,2013,200.22,10.76,1.18,1.12,1218.33,7.340711
Kepler-740,Kepler-740 b,2016,18.9,4.57,0.91,0.87,1262,3.58410122
Kepler-741,Kepler-741 b,2016,9.11,2.97,1.16,1.24,1530,7.03902374
Kepler-742,Kepler-742 b,2016,10.6,3.24,0.76,0.71,499,8.36086824
Kepler-743,Kepler-743 b,2016,1.92,1.21,0.94,0.85,258,3.17926292
Kepler-744,Kepler-744 b,2016,3.26,1.62,0.94,0.93,486,12.06222443
Kepler-745,Kepler-745 b,2016,5.31,2.16,1.04,1.04,1199,9.93143556
Kepler-746,Kepler-746 b,2016,1.41,1.11,0.91,0.93,450,3.48159251
Kepler-747,Kepler-747 b,2016,24.1,5.27,0.82,0.78,855,35.61760587
Kepler-748,Kepler-748 b,2016,6.9,2.52,1.07,1.1,1271,7.40742793
Kepler-749,Kepler-749 b,2016,9.8,3.1,0.79,0.75,753,17.31716585
Kepler-75,Kepler-75 b,2013,3209.9,11.77,0.91,0.89,855.5,8.8849116
Kepler-750,Kepler-750 b,2016,9.64,3.07,1.15,1.23,1181,9.42887179
Kepler-750,Kepler-750 c,2016,3.26,1.62,1.15,1.23,1181,4.08899022
Kepler-751,Kepler-751 b,2016,6.62,2.46,0.87,0.84,748,17.44490636
Kepler-752,Kepler-752 b,2016,8.3,2.81,0.87,0.83,1075,18.82747265
Kepler-753,Kepler-753 b,2016,4.31,1.91,0.68,0.65,278,5.74772501
Kepler-754,Kepler-754 b,2016,4.7,2.01,1.06,1.08,1192,14.5596237
Kepler-755,Kepler-755 b,2016,3.75,1.76,0.82,0.77,368,1.26909037
Kepler-755,Kepler-755 c,2016,2.13,1.26,0.82,0.77,368,2.85313364
Kepler-756,Kepler-756 b,2016,1.46,1.12,0.82,0.79,852,1.22486632
Kepler-757,Kepler-757 b,2016,2.42,1.36,1.08,1.13,1016,1.02267882
Kepler-758,Kepler-758 b,2016,6.71,2.48,1.16,1.42,1353,12.1097104
Kepler-758,Kepler-758 c,2016,3.5,1.69,1.16,1.42,1353,4.75793986
Kepler-758,Kepler-758 d,2016,5.14,2.12,1.16,1.42,1353,20.4966197
Kepler-758,Kepler-758 e,2016,2.96,1.53,1.16,1.42,1353,8.1934719
Kepler-759,Kepler-759 b,2016,5.77,2.27,1.04,1.04,892,41.805985
Kepler-76,Kepler-76 b,2013,638.8383,15.244,1.2,1.32,842.87,1.5449298
Kepler-760,Kepler-760 b,2016,9.59,3.06,0.89,0.85,782,8.70419416
Kepler-760,Kepler-760 c,2016,2.79,1.48,0.89,0.85,782,2.46697439
Kepler-761,Kepler-761 b,2016,4.78,2.03,0.95,0.93,867,10.12804789
Kepler-762,Kepler-762 b,2016,,12.68,1.06,1.08,1465,3.7705521
Kepler-763,Kepler-763 b,2016,1.98,1.22,0.84,0.8,902,1.19655156
Kepler-764,Kepler-764 b,2016,3.33,1.64,0.92,0.89,1013,7.33683936
Kepler-765,Kepler-765 b,2016,6.48,2.43,1.05,1.06,1000,27.6655226
Kepler-766,Kepler-766 b,2016,11.4,3.39,1.1,1.15,1614,6.10027804
Kepler-767,Kepler-767 b,2016,35.7,6.64,0.96,0.94,1185,161.5280101
Kepler-768,Kepler-768 b,2016,3.86,1.79,0.82,0.78,795,11.3910025
Kepler-769,Kepler-769 b,2016,8.85,2.92,1.19,1.28,1362,7.42608998
Kepler-769,Kepler-769 c,2016,3.86,1.79,1.19,1.28,1362,15.9870174
Kepler-77,Kepler-77 b,2013,136.661,10.761,0.95,0.99,570,3.57878087
Kepler-770,Kepler-770 b,2016,5.9,2.3,0.94,0.92,761,18.92540274
Kepler-770,Kepler-770 c,2016,1.87,1.2,0.94,0.92,761,1.47532231
Kepler-770,Kepler-770 d,2016,2.54,1.4,0.94,0.92,761,4.15244722
Kepler-771,Kepler-771 b,2016,3.97,1.82,1.03,1.05,1000,8.73485836
Kepler-772,Kepler-772 b,2016,3.97,1.82,0.98,1.11,689,12.99207337
Kepler-773,Kepler-773 b,2016,2.63,1.43,1.04,1.01,528,3.74910006
Kepler-774,Kepler-774 b,2016,10.2,3.17,1.57,2.42,1190,11.0895723
Kepler-775,Kepler-775 b,2016,1.81,1.19,0.92,0.84,400,0.97486893
Kepler-776,Kepler-776 b,2016,2.18,1.28,0.83,0.78,727,4.89718784
Kepler-777,Kepler-777 b,2016,2.76,1.47,0.58,0.56,383,5.72812599
Kepler-778,Kepler-778 b,2016,3.46,1.68,0.81,0.77,899,3.75574426
Kepler-779,Kepler-779 b,2016,0.721,0.92,0.46,0.44,224,7.09714223
Kepler-78,Kepler-78 b,2013,3.1783,1.121,0.84,0.75,124.82,0.35500744
Kepler-780,Kepler-780 b,2016,0.64,0.89,1.01,1.02,520,0.67737516
Kepler-781,Kepler-781 b,2016,8.7,2.89,0.81,0.78,1036,13.2140732
Kepler-782,Kepler-782 b,2016,10.4,3.21,0.98,1.01,412,158.6853308
Kepler-783,Kepler-783 b,2016,0.399,0.78,0.93,0.89,544,4.29264638
Kepler-784,Kepler-784 b,2016,3.12,1.58,1,1.32,604,31.5922646
Kepler-785,Kepler-785 b,2016,,13.02,0.77,0.71,666,1.97376093
Kepler-786,Kepler-786 b,2016,6.48,2.43,0.81,0.74,512,53.5293487
Kepler-787,Kepler-787 b,2016,2.18,1.28,0.65,0.62,468,0.9283105
Kepler-788,Kepler-788 b,2016,7.04,2.55,1.16,1.23,1649,8.39846269
Kepler-789,Kepler-789 b,2016,5.14,2.12,1.01,1.02,915,8.63847725
Kepler-79,Kepler-79 b,2012,10.9,3.47,1.17,1.3,1051.43,13.4845
Kepler-79,Kepler-79 c,2012,5.9,3.72,1.17,1.3,1051.43,27.4029
Kepler-79,Kepler-79 d,2014,6,7.16,1.17,1.3,1051.43,52.0902
Kepler-79,Kepler-79 e,2014,4.1,3.49,1.17,1.3,1051.43,81.0659
Kepler-790,Kepler-790 b,2016,5.39,2.18,0.84,0.8,727,13.73469807
Kepler-791,Kepler-791 b,2016,9.53,3.05,1.3,1.47,1447,14.5539759
Kepler-792,Kepler-792 b,2016,4.5,1.96,1.09,1.12,1205,11.30119217
Kepler-793,Kepler-793 b,2016,2.45,1.37,0.98,0.97,794,4.24153639
Kepler-794,Kepler-794 b,2016,5.1,2.11,1.19,1.38,763,11.13125132
Kepler-795,Kepler-795 b,2016,3.46,1.68,0.94,0.96,458,29.6193421
Kepler-796,Kepler-796 b,2016,2.24,1.3,0.93,1.09,377,6.40087618
Kepler-797,Kepler-797 b,2016,5.35,2.17,0.96,0.95,752,27.07237711
Kepler-798,Kepler-798 b,2016,6.3,2.39,1.19,1.29,1085,13.71933369
Kepler-799,Kepler-799 b,2016,37.9,6.88,0.95,0.93,1029,133.4605235
Kepler-8,Kepler-8 b,2010,187.5197,15.872,1.21,1.49,1052.9,3.5224991
Kepler-80,Kepler-80 b,2012,6.93,2.67,0.73,0.68,357,7.05246
Kepler-80,Kepler-80 c,2012,6.74,2.74,0.73,0.68,357,9.52355
Kepler-80,Kepler-80 d,2014,6.75,1.53,0.73,0.68,357,3.07222
Kepler-80,Kepler-80 e,2014,4.13,1.6,0.73,0.68,357,4.64489
Kepler-80,Kepler-80 f,2016,1.92,1.21,0.73,0.68,357,0.9867873
Kepler-80,Kepler-80 g,2017,1.51,1.13,0.73,0.68,357,14.64558
Kepler-800,Kepler-800 b,2016,8.5,2.85,0.85,0.82,1049,14.13176026
Kepler-801,Kepler-801 b,2016,4.66,2,0.67,0.63,419,11.41928253
Kepler-802,Kepler-802 b,2016,12.3,3.54,0.93,0.9,828,40.0587473
Kepler-803,Kepler-803 b,2016,13.8,3.79,1.05,1.12,615,50.28638192
Kepler-804,Kepler-804 b,2016,4.42,1.94,1.01,1.05,648,14.37457351
Kepler-804,Kepler-804 c,2016,1.55,1.14,1.01,1.05,648,9.65185017
Kepler-805,Kepler-805 b,2016,8.7,2.89,1.19,1.65,657,30.8638931
Kepler-806,Kepler-806 b,2016,1.55,1.14,0.99,1.16,260,8.09219642
Kepler-807,Kepler-807 b,2016,76.8,10.42,1.04,1.06,1312,117.93108781
Kepler-808,Kepler-808 b,2016,2.73,1.46,0.76,0.71,321,0.63133235
Kepler-809,Kepler-809 b,2016,9.32,3.01,0.99,0.98,933,55.63934
Kepler-81,Kepler-81 b,2012,17.2,2.42,0.69,0.59,351.79,5.955
Kepler-81,Kepler-81 c,2012,4.3,2.37,0.69,0.59,351.79,12.04
Kepler-81,Kepler-81 d,2014,1.92,1.21,0.69,0.59,351.79,20.837846
Kepler-810,Kepler-810 b,2016,4.38,1.93,1.03,1.04,1554,4.59725385
Kepler-811,Kepler-811 b,2016,7.75,2.7,1.01,1.24,847,23.58447697
Kepler-812,Kepler-812 b,2016,12.3,3.55,1.45,1.71,1482,10.11716531
Kepler-813,Kepler-813 b,2016,5.22,2.14,0.95,0.93,840,19.12947337
Kepler-814,Kepler-814 b,2016,5.14,2.12,1.15,1.22,1327,6.1469851
Kepler-815,Kepler-815 b,2016,15.8,4.11,1.25,3.42,1199,8.57503552
Kepler-816,Kepler-816 b,2016,74.5,10.24,0.9,0.85,1059,10.50682565
Kepler-817,Kepler-817 b,2016,60.2,9.03,1.03,1.03,1401,3.99010623
Kepler-818,Kepler-818 b,2016,22.9,5.11,0.94,0.92,967,10.03538581
Kepler-819,Kepler-819 b,2016,8.05,2.76,0.86,0.81,722,33.1995648
Kepler-82,Kepler-82 b,2012,12.15,4.07,0.91,0.9,927.97,26.44
Kepler-82,Kepler-82 c,2012,13.9,5.34,0.91,0.9,927.97,51.54
Kepler-82,Kepler-82 d,2014,3.78,1.77,0.91,0.9,927.97,2.382961
Kepler-82,Kepler-82 e,2014,6.66,2.47,0.91,0.9,927.97,5.902206
Kepler-82,Kepler-82 f,2019,20.9,4.84,0.91,0.9,927.97,75.732
Kepler-820,Kepler-820 b,2016,30.8,6.09,1.23,1.36,989,127.8338098
Kepler-821,Kepler-821 b,2016,2.27,1.31,0.84,0.8,619,1.92279873
Kepler-822,Kepler-822 b,2016,3.78,1.77,1.06,1.08,956,3.22296927
Kepler-823,Kepler-823 b,2016,3.09,1.57,0.98,0.96,896,4.16809082
Kepler-824,Kepler-824 b,2016,4.16,1.87,1.15,1.22,1352,4.51436633
Kepler-825,Kepler-825 b,2016,2.96,1.53,1.03,1.08,820,3.77360059
Kepler-825,Kepler-825 c,2016,4.04,1.84,1.03,1.08,820,8.1818246
Kepler-826,Kepler-826 b,2016,2.1,1.25,1.05,1.15,649,4.48758907
Kepler-827,Kepler-827 b,2016,27,5.63,0.93,0.91,1352,51.92927591
Kepler-828,Kepler-828 b,2016,2.89,1.51,0.81,0.77,625,0.56785714
Kepler-829,Kepler-829 b,2016,5.1,2.11,0.98,0.97,954,6.88337562
Kepler-83,Kepler-83 b,2012,42.1,2.83,0.58,0.59,405.01,9.77
Kepler-83,Kepler-83 c,2012,11.4,2.36,0.58,0.59,405.01,20.09
Kepler-83,Kepler-83 d,2014,24.6,1.94,0.58,0.59,405.01,5.169796
Kepler-830,Kepler-830 b,2016,3.53,1.7,1.07,1.11,1122,11.29695137
Kepler-831,Kepler-831 b,2016,2.15,1.27,0.99,0.97,577,5.62153941
Kepler-832,Kepler-832 b,2016,4.9,2.06,0.92,0.9,1346,7.1396941
Kepler-833,Kepler-833 b,2016,4.74,2.02,0.64,0.62,421,18.7546998
Kepler-834,Kepler-834 b,2016,4.74,2.02,0.7,0.66,620,13.32388301
Kepler-835,Kepler-835 b,2016,8.2,2.79,1.08,1.11,2011,11.41909375
Kepler-836,Kepler-836 b,2016,7.9,2.73,1.03,1.04,1003,11.36112327
Kepler-837,Kepler-837 b,2016,7.08,2.56,0.85,0.81,846,16.56059504
Kepler-838,Kepler-838 b,2016,7.9,2.73,0.98,0.96,1210,15.74957994
Kepler-839,Kepler-839 b,2016,7.13,2.57,1.22,1.31,833,37.8144514
Kepler-84,Kepler-84 b,2012,40,2.23,1.06,1.17,1443.27,8.726
Kepler-84,Kepler-84 c,2012,20.2,2.36,1.06,1.17,1443.27,12.883
Kepler-84,Kepler-84 d,2014,2.48,1.38,1.06,1.17,1443.27,4.224537
Kepler-84,Kepler-84 e,2014,7.27,2.6,1.06,1.17,1443.27,27.434389
Kepler-84,Kepler-84 f,2014,5.48,2.2,1.06,1.17,1443.27,44.552169
Kepler-840,Kepler-840 b,2016,43000,17.07,1.04,1.06,778,2.49577962
Kepler-841,Kepler-841 b,2016,23.8,5.23,0.85,0.81,1052,124.4198398
Kepler-842,Kepler-842 b,2016,3.19,1.6,0.78,0.73,552,1.21956827
Kepler-843,Kepler-843 b,2016,7.22,2.59,1.02,1.03,1247,2.05387982
Kepler-844,Kepler-844 b,2016,3.46,1.68,0.59,0.57,394,2.61302086
Kepler-845,Kepler-845 b,2016,4.82,2.04,0.79,0.75,471,0.92785982
Kepler-846,Kepler-846 b,2016,6.71,2.48,0.94,0.91,1233,19.80792185
Kepler-847,Kepler-847 b,2016,1.76,1.18,0.83,0.77,529,2.3432319
Kepler-848,Kepler-848 b,2016,3.53,1.7,1.01,1.2,797,6.91134416
Kepler-849,Kepler-849 b,2016,40.4,7.14,1.23,1.64,747,394.6244904
Kepler-85,Kepler-85 b,2012,4.54,1.97,0.92,0.89,782.09,8.306
Kepler-85,Kepler-85 c,2012,20.9,2.18,0.92,0.89,782.09,12.513
Kepler-85,Kepler-85 d,2014,1.87,1.2,0.92,0.89,782.09,17.91323
Kepler-85,Kepler-85 e,2014,0.6,1.27,0.92,0.89,782.09,25.216751
Kepler-850,Kepler-850 b,2016,3.82,1.78,1.06,1.09,1535,7.19303878
Kepler-851,Kepler-851 b,2016,3.46,1.68,0.89,0.85,869,8.50699658
Kepler-852,Kepler-852 b,2016,6.99,2.54,1.19,1.16,854,44.9309804
Kepler-853,Kepler-853 b,2016,3.5,1.69,1.3,1.55,610,7.16892463
Kepler-854,Kepler-854 b,2016,42000,16.72,1.17,1.27,741,2.14463285
Kepler-855,Kepler-855 b,2016,52.7,8.35,1.03,1.03,1043,7.8866311
Kepler-856,Kepler-856 b,2016,63.3,9.3,0.96,0.93,1175,8.02768059
Kepler-857,Kepler-857 b,2016,37.2,6.8,0.99,0.99,1039,85.35129427
Kepler-858,Kepler-858 b,2016,21.1,4.87,0.96,0.91,296,76.13602028
Kepler-859,Kepler-859 b,2016,9.75,3.09,0.81,0.77,915,20.38177573
Kepler-860,Kepler-860 b,2016,10.6,3.24,1.04,1.06,1295,5.10137945
Kepler-861,Kepler-861 b,2016,5.82,2.28,0.82,0.78,806,3.94963138
Kepler-862,Kepler-862 b,2016,5.52,2.21,0.88,0.84,806,3.14866453
Kepler-863,Kepler-863 b,2016,8.75,2.9,0.96,0.95,1145,15.59461874
Kepler-864,Kepler-864 b,2016,6.35,2.4,1,1,1573,5.83376092
Kepler-865,Kepler-865 b,2016,6.76,2.49,0.93,0.92,664,14.16399294
Kepler-866,Kepler-866 b,2016,3.29,1.63,0.75,0.71,690,2.61703254
Kepler-867,Kepler-867 b,2016,19.4,4.64,0.92,0.91,824,150.242127
Kepler-868,Kepler-868 b,2016,4.86,2.05,0.93,0.89,1269,5.03251791
Kepler-869,Kepler-869 b,2016,12.7,3.61,0.97,0.95,957,40.4287755
Kepler-87,Kepler-87 b,2013,324.2,13.49,1.1,1.82,1277.88,114.73635
Kepler-87,Kepler-87 c,2013,6.4,6.14,1.1,1.82,1277.88,191.2318
Kepler-870,Kepler-870 b,2016,8.15,2.78,1.01,1.02,1231,21.3587621
Kepler-871,Kepler-871 b,2016,13.5,3.74,1.11,1.14,1695,22.0459018
Kepler-872,Kepler-872 b,2016,4.62,1.99,1.05,1.08,1114,2.57885507
Kepler-873,Kepler-873 b,2016,13.5,3.75,1.18,1.27,1397,20.5533844
Kepler-874,Kepler-874 b,2016,14.7,3.94,1.09,1.13,1072,40.0686727
Kepler-875,Kepler-875 b,2016,8.75,2.9,1.06,1.11,1244,27.5073799
Kepler-876,Kepler-876 b,2016,2.63,1.43,0.81,0.77,735,5.14438011
Kepler-877,Kepler-877 b,2016,5.14,2.12,0.85,0.81,572,18.45847097
Kepler-878,Kepler-878 b,2016,4.38,1.93,0.81,0.77,567,25.9422033
Kepler-879,Kepler-879 b,2016,7.13,2.57,1.02,1.02,772,33.3855938
Kepler-880,Kepler-880 b,2016,7.56,2.66,1.46,1.74,673,7.71468975
Kepler-881,Kepler-881 b,2016,3.82,1.78,1.06,1.09,1364,4.44448017
Kepler-882,Kepler-882 b,2016,2.04,1.23,0.9,0.87,525,3.98953967
Kepler-883,Kepler-883 b,2016,3.82,1.78,1.06,1.09,549,12.98495573
Kepler-884,Kepler-884 b,2016,2.04,1.23,1,0.94,420,5.69919514
Kepler-885,Kepler-885 b,2016,6.8,2.5,1.21,1.35,632,18.11472949
Kepler-886,Kepler-886 b,2016,2.92,1.52,1.1,1.16,857,6.24146367
Kepler-887,Kepler-887 b,2016,4.04,1.84,1.19,1.29,831,20.42228798
Kepler-887,Kepler-887 c,2016,1.51,1.13,1.19,1.29,831,7.63846023
Kepler-888,Kepler-888 b,2016,3.75,1.76,0.97,0.9,413,70.6979061
Kepler-889,Kepler-889 b,2016,1.32,1.09,1.14,1.25,513,3.744439
Kepler-890,Kepler-890 b,2016,58.6,8.89,1.09,1.13,1387,52.75875577
Kepler-891,Kepler-891 b,2016,33.6,6.41,1.06,1.07,1372,53.44945593
Kepler-892,Kepler-892 b,2016,8.3,2.81,0.75,0.72,640,13.7521072
